load_zone,weather_iteration,stage_id,timepoint,load_component,load_mw
Zone1,0,1,20300386,all,2376.0
Zone1,0,1,20300387,all,2310.0
Zone1,0,1,20300388,all,2244.0
Zone1,0,1,20300389,all,2277.0
Zone1,0,1,20300390,all,2376.0
Zone1,0,1,20300391,all,2640.0
Zone1,0,1,20300392,all,2970.0
Zone1,0,1,20300393,all,3234.0
Zone1,0,1,20300394,all,3300.0
Zone1,0,1,20300395,all,3267.0
Zone1,0,1,20300396,all,3201.0
Zone1,0,1,20300397,all,3135.0
Zone1,0,1,20300398,all,3069.0
Zone1,0,1,20300399,all,3036.0
Zone1,0,1,20300400,all,3069.0
Zone1,0,1,20300401,all,3135.0
Zone1,0,1,20300402,all,3300.0
Zone1,0,1,20300403,all,3366.0
Zone1,0,1,20300404,all,3399.0
Zone1,0,1,20300405,all,3333.0
Zone1,0,1,20300406,all,3168.0
Zone1,0,1,20300407,all,2904.0
Zone1,0,1,20300408,all,2640.0
Zone1,0,1,20300409,all,2475.0
Zone1,0,1,20300410,all,2376.0
Zone1,0,1,20300411,all,2310.0
Zone1,0,1,20300412,all,2244.0
Zone1,0,1,20300413,all,2277.0
Zone1,0,1,20300414,all,2376.0
Zone1,0,1,20300415,all,2640.0
Zone1,0,1,20300416,all,2970.0
Zone1,0,1,20300417,all,3234.0
Zone1,0,1,20300418,all,3300.0
Zone1,0,1,20300419,all,3267.0
Zone1,0,1,20300420,all,3201.0
Zone1,0,1,20300421,all,3135.0
Zone1,0,1,20300422,all,3069.0
Zone1,0,1,20300423,all,3036.0
Zone1,0,1,20300424,all,3069.0
Zone1,0,1,20300425,all,3135.0
Zone1,0,1,20300426,all,3300.0
Zone1,0,1,20300427,all,3366.0
Zone1,0,1,20300428,all,3399.0
Zone1,0,1,20300429,all,3333.0
Zone1,0,1,20300430,all,3168.0
Zone1,0,1,20300431,all,2904.0
Zone1,0,1,20300432,all,2640.0
Zone1,0,1,20300433,all,2475.0
Zone1,0,1,20300434,all,2376.0
Zone1,0,1,20300435,all,2310.0
Zone1,0,1,20300436,all,2244.0
Zone1,0,1,20300437,all,2277.0
Zone1,0,1,20300438,all,2376.0
Zone1,0,1,20300439,all,2640.0
Zone1,0,1,20300440,all,2970.0
Zone1,0,1,20300441,all,3234.0
Zone1,0,1,20300442,all,3300.0
Zone1,0,1,20300443,all,3267.0
Zone1,0,1,20300444,all,3201.0
Zone1,0,1,20300445,all,3135.0
Zone1,0,1,20300446,all,3069.0
Zone1,0,1,20300447,all,3036.0
Zone1,0,1,20300448,all,3069.0
Zone1,0,1,20300449,all,3135.0
Zone1,0,1,20300450,all,3300.0
Zone1,0,1,20300451,all,3366.0
Zone1,0,1,20300452,all,3399.0
Zone1,0,1,20300453,all,3333.0
Zone1,0,1,20300454,all,3168.0
Zone1,0,1,20300455,all,2904.0
Zone1,0,1,20300456,all,2640.0
Zone1,0,1,20300457,all,2475.0
Zone1,0,1,20300458,all,2376.0
Zone1,0,1,20300459,all,2310.0
Zone1,0,1,20300460,all,2244.0
Zone1,0,1,20300461,all,2277.0
Zone1,0,1,20300462,all,2376.0
Zone1,0,1,20300463,all,2640.0
Zone1,0,1,20300464,all,2970.0
Zone1,0,1,20300465,all,3234.0
Zone1,0,1,20300466,all,3300.0
Zone1,0,1,20300467,all,3267.0
Zone1,0,1,20300468,all,3201.0
Zone1,0,1,20300469,all,3135.0
Zone1,0,1,20300470,all,3069.0
Zone1,0,1,20300471,all,3036.0
Zone1,0,1,20300472,all,3069.0
Zone1,0,1,20300473,all,3135.0
Zone1,0,1,20300474,all,3300.0
Zone1,0,1,20300475,all,3366.0
Zone1,0,1,20300476,all,3399.0
Zone1,0,1,20300477,all,3333.0
Zone1,0,1,20300478,all,3168.0
Zone1,0,1,20300479,all,2904.0
Zone1,0,1,20300480,all,2640.0
Zone1,0,1,20300481,all,2475.0
Zone1,0,1,20300482,all,2376.0
Zone1,0,1,20300483,all,2310.0
Zone1,0,1,20300484,all,2244.0
Zone1,0,1,20300485,all,2277.0
Zone1,0,1,20300486,all,2376.0
Zone1,0,1,20300487,all,2640.0
Zone1,0,1,20300488,all,2970.0
Zone1,0,1,20300489,all,3234.0
Zone1,0,1,20300490,all,3300.0
Zone1,0,1,20300491,all,3267.0
Zone1,0,1,20300492,all,3201.0
Zone1,0,1,20300493,all,3135.0
Zone1,0,1,20300494,all,3069.0
Zone1,0,1,20300495,all,3036.0
Zone1,0,1,20300496,all,3069.0
Zone1,0,1,20300497,all,3135.0
Zone1,0,1,20300498,all,3300.0
Zone1,0,1,20300499,all,3366.0
Zone1,0,1,20300500,all,3399.0
Zone1,0,1,20300501,all,3333.0
Zone1,0,1,20300502,all,3168.0
Zone1,0,1,20300503,all,2904.0
Zone1,0,1,20300504,all,2640.0
Zone1,0,1,20300505,all,2475.0
Zone1,0,1,20300506,all,2376.0
Zone1,0,1,20300507,all,2310.0
Zone1,0,1,20300508,all,2244.0
Zone1,0,1,20300509,all,2277.0
Zone1,0,1,20300510,all,2376.0
Zone1,0,1,20300511,all,2640.0
Zone1,0,1,20300512,all,2970.0
Zone1,0,1,20300513,all,3234.0
Zone1,0,1,20300514,all,3300.0
Zone1,0,1,20300515,all,3267.0
Zone1,0,1,20300516,all,3201.0
Zone1,0,1,20300517,all,3135.0
Zone1,0,1,20300518,all,3069.0
Zone1,0,1,20300519,all,3036.0
Zone1,0,1,20300520,all,3069.0
Zone1,0,1,20300521,all,3135.0
Zone1,0,1,20300522,all,3300.0
Zone1,0,1,20300523,all,3366.0
Zone1,0,1,20300524,all,3399.0
Zone1,0,1,20300525,all,3333.0
Zone1,0,1,20300526,all,3168.0
Zone1,0,1,20300527,all,2904.0
Zone1,0,1,20300528,all,2640.0
Zone1,0,1,20300529,all,2475.0
Zone1,0,1,20300530,all,2376.0
Zone1,0,1,20300531,all,2310.0
Zone1,0,1,20300532,all,2244.0
Zone1,0,1,20300533,all,2277.0
Zone1,0,1,20300534,all,2376.0
Zone1,0,1,20300535,all,2640.0
Zone1,0,1,20300536,all,2970.0
Zone1,0,1,20300537,all,3234.0
Zone1,0,1,20300538,all,3300.0
Zone1,0,1,20300539,all,3267.0
Zone1,0,1,20300540,all,3201.0
Zone1,0,1,20300541,all,3135.0
Zone1,0,1,20300542,all,3069.0
Zone1,0,1,20300543,all,3036.0
Zone1,0,1,20300544,all,3069.0
Zone1,0,1,20300545,all,3135.0
Zone1,0,1,20300546,all,3300.0
Zone1,0,1,20300547,all,3366.0
Zone1,0,1,20300548,all,3399.0
Zone1,0,1,20300549,all,3333.0
Zone1,0,1,20300550,all,3168.0
Zone1,0,1,20300551,all,2904.0
Zone1,0,1,20300552,all,2640.0
Zone1,0,1,20300553,all,2475.0
Zone1,0,1,20300554,all,2376.0
Zone1,0,1,20300555,all,2310.0
Zone1,0,1,20300556,all,2244.0
Zone1,0,1,20300557,all,2277.0
Zone1,0,1,20300558,all,2376.0
Zone1,0,1,20300559,all,2640.0
Zone1,0,1,20300560,all,2970.0
Zone1,0,1,20300561,all,3234.0
Zone1,0,1,20300562,all,3300.0
Zone1,0,1,20300563,all,3267.0
Zone1,0,1,20300564,all,3201.0
Zone1,0,1,20300565,all,3135.0
Zone1,0,1,20300566,all,3069.0
Zone1,0,1,20300567,all,3036.0
Zone1,0,1,20300568,all,3069.0
Zone1,0,1,20300569,all,3135.0
Zone1,0,1,20300570,all,3300.0
Zone1,0,1,20300571,all,3366.0
Zone1,0,1,20300572,all,3399.0
Zone1,0,1,20300573,all,3333.0
Zone1,0,1,20300574,all,3168.0
Zone1,0,1,20300575,all,2904.0
Zone1,0,1,20300576,all,2640.0
Zone1,0,1,20300577,all,2475.0
Zone1,0,1,20300578,all,2376.0
Zone1,0,1,20300579,all,2310.0
Zone1,0,1,20300580,all,2244.0
Zone1,0,1,20300581,all,2277.0
Zone1,0,1,20300582,all,2376.0
Zone1,0,1,20300583,all,2640.0
Zone1,0,1,20300584,all,2970.0
Zone1,0,1,20300585,all,3234.0
Zone1,0,1,20300586,all,3300.0
Zone1,0,1,20300587,all,3267.0
Zone1,0,1,20300588,all,3201.0
Zone1,0,1,20300589,all,3135.0
Zone1,0,1,20300590,all,3069.0
Zone1,0,1,20300591,all,3036.0
Zone1,0,1,20300592,all,3069.0
Zone1,0,1,20300593,all,3135.0
Zone1,0,1,20300594,all,3300.0
Zone1,0,1,20300595,all,3366.0
Zone1,0,1,20300596,all,3399.0
Zone1,0,1,20300597,all,3333.0
Zone1,0,1,20300598,all,3168.0
Zone1,0,1,20300599,all,2904.0
Zone1,0,1,20300600,all,2640.0
Zone1,0,1,20300601,all,2475.0
Zone1,0,1,20300602,all,2376.0
Zone1,0,1,20300603,all,2310.0
Zone1,0,1,20300604,all,2244.0
Zone1,0,1,20300605,all,2277.0
Zone1,0,1,20300606,all,2376.0
Zone1,0,1,20300607,all,2640.0
Zone1,0,1,20300608,all,2970.0
Zone1,0,1,20300609,all,3234.0
Zone1,0,1,20300610,all,3300.0
Zone1,0,1,20300611,all,3267.0
Zone1,0,1,20300612,all,3201.0
Zone1,0,1,20300613,all,3135.0
Zone1,0,1,20300614,all,3069.0
Zone1,0,1,20300615,all,3036.0
Zone1,0,1,20300616,all,3069.0
Zone1,0,1,20300617,all,3135.0
Zone1,0,1,20300618,all,3300.0
Zone1,0,1,20300619,all,3366.0
Zone1,0,1,20300620,all,3399.0
Zone1,0,1,20300621,all,3333.0
Zone1,0,1,20300622,all,3168.0
Zone1,0,1,20300623,all,2904.0
Zone1,0,1,20300624,all,2640.0
Zone1,0,1,20300625,all,2475.0
Zone1,0,1,20300626,all,2376.0
Zone1,0,1,20300627,all,2310.0
Zone1,0,1,20300628,all,2244.0
Zone1,0,1,20300629,all,2277.0
Zone1,0,1,20300630,all,2376.0
Zone1,0,1,20300631,all,2640.0
Zone1,0,1,20300632,all,2970.0
Zone1,0,1,20300633,all,3234.0
Zone1,0,1,20300634,all,3300.0
Zone1,0,1,20300635,all,3267.0
Zone1,0,1,20300636,all,3201.0
Zone1,0,1,20300637,all,3135.0
Zone1,0,1,20300638,all,3069.0
Zone1,0,1,20300639,all,3036.0
Zone1,0,1,20300640,all,3069.0
Zone1,0,1,20300641,all,3135.0
Zone1,0,1,20300642,all,3300.0
Zone1,0,1,20300643,all,3366.0
Zone1,0,1,20300644,all,3399.0
Zone1,0,1,20300645,all,3333.0
Zone1,0,1,20300646,all,3168.0
Zone1,0,1,20300647,all,2904.0
Zone1,0,1,20300648,all,2640.0
Zone1,0,1,20300649,all,2475.0
Zone1,0,1,20300650,all,2376.0
Zone1,0,1,20300651,all,2310.0
Zone1,0,1,20300652,all,2244.0
Zone1,0,1,20300653,all,2277.0
Zone1,0,1,20300654,all,2376.0
Zone1,0,1,20300655,all,2640.0
Zone1,0,1,20300656,all,2970.0
Zone1,0,1,20300657,all,3234.0
Zone1,0,1,20300658,all,3300.0
Zone1,0,1,20300659,all,3267.0
Zone1,0,1,20300660,all,3201.0
Zone1,0,1,20300661,all,3135.0
Zone1,0,1,20300662,all,3069.0
Zone1,0,1,20300663,all,3036.0
Zone1,0,1,20300664,all,3069.0
Zone1,0,1,20300665,all,3135.0
Zone1,0,1,20300666,all,3300.0
Zone1,0,1,20300667,all,3366.0
Zone1,0,1,20300668,all,3399.0
Zone1,0,1,20300669,all,3333.0
Zone1,0,1,20300670,all,3168.0
Zone1,0,1,20300671,all,2904.0
Zone1,0,1,20300672,all,2640.0
Zone1,0,1,20300673,all,2475.0
Zone1,0,1,20300674,all,2376.0
Zone1,0,1,20300675,all,2310.0
Zone1,0,1,20300676,all,2244.0
Zone1,0,1,20300677,all,2277.0
Zone1,0,1,20300678,all,2376.0
Zone1,0,1,20300679,all,2640.0
Zone1,0,1,20300680,all,2970.0
Zone1,0,1,20300681,all,3234.0
Zone1,0,1,20300682,all,3300.0
Zone1,0,1,20300683,all,3267.0
Zone1,0,1,20300684,all,3201.0
Zone1,0,1,20300685,all,3135.0
Zone1,0,1,20300686,all,3069.0
Zone1,0,1,20300687,all,3036.0
Zone1,0,1,20300688,all,3069.0
Zone1,0,1,20300689,all,3135.0
Zone1,0,1,20300690,all,3300.0
Zone1,0,1,20300691,all,3366.0
Zone1,0,1,20300692,all,3399.0
Zone1,0,1,20300693,all,3333.0
Zone1,0,1,20300694,all,3168.0
Zone1,0,1,20300695,all,2904.0
Zone1,0,1,20300696,all,2640.0
