weather_iteration,hydro_iteration,stage_id,timepoint,market_price
0,0,1,20300184,5
0,0,1,20300185,5
0,0,1,20300186,5
0,0,1,20300187,5
0,0,1,20300188,5
0,0,1,20300189,5
0,0,1,20300190,5
0,0,1,20300191,5
0,0,1,20300192,5
0,0,1,20300193,5
0,0,1,20300194,5
0,0,1,20300195,5
0,0,1,20300196,5
0,0,1,20300197,5
0,0,1,20300198,5
0,0,1,20300199,5
0,0,1,20300200,5
0,0,1,20300201,5
0,0,1,20300202,5
0,0,1,20300203,5
0,0,1,20300204,5
0,0,1,20300205,5
0,0,1,20300206,5
0,0,1,20300207,5
0,0,1,20300208,5
0,0,1,20300209,5
0,0,1,20300210,5
0,0,1,20300211,5
0,0,1,20300212,5
0,0,1,20300213,5
0,0,1,20300214,5
0,0,1,20300215,5
0,0,1,20300216,5
0,0,1,20300217,5
0,0,1,20300218,5
0,0,1,20300219,5
0,0,1,20300220,5
0,0,1,20300221,5
0,0,1,20300222,5
0,0,1,20300223,5
0,0,1,20300224,5
0,0,1,20300225,5
0,0,1,20300226,5
0,0,1,20300227,5
0,0,1,20300228,5
0,0,1,20300229,5
0,0,1,20300230,5
0,0,1,20300231,5
0,0,1,20300232,5
0,0,1,20300233,5
0,0,1,20300234,5
0,0,1,20300235,5
0,0,1,20300236,5
0,0,1,20300237,5
0,0,1,20300238,5
0,0,1,20300239,5
0,0,1,20300240,5
0,0,1,20300241,5
0,0,1,20300242,5
0,0,1,20300243,5
0,0,1,20300244,5
0,0,1,20300245,5
0,0,1,20300246,5
0,0,1,20300247,5
0,0,1,20300248,5
0,0,1,20300249,5
0,0,1,20300250,5
0,0,1,20300251,5
0,0,1,20300252,5
0,0,1,20300253,5
0,0,1,20300254,5
0,0,1,20300255,5
0,0,1,20300256,5
0,0,1,20300257,5
0,0,1,20300258,5
0,0,1,20300259,5
0,0,1,20300260,5
0,0,1,20300261,5
0,0,1,20300262,5
0,0,1,20300263,5
0,0,1,20300264,5
0,0,1,20300265,5
0,0,1,20300266,5
0,0,1,20300267,5
0,0,1,20300268,5
0,0,1,20300269,5
0,0,1,20300270,5
0,0,1,20300271,5
0,0,1,20300272,5
0,0,1,20300273,5
0,0,1,20300274,5
0,0,1,20300275,5
0,0,1,20300276,5
0,0,1,20300277,5
0,0,1,20300278,5
0,0,1,20300279,5
0,0,1,20300280,5
0,0,1,20300281,5
0,0,1,20300282,5
0,0,1,20300283,5
0,0,1,20300284,5
0,0,1,20300285,5
0,0,1,20300286,5
0,0,1,20300287,5
0,0,1,20300288,5
0,0,1,20300289,5
0,0,1,20300290,5
0,0,1,20300291,5
0,0,1,20300292,5
0,0,1,20300293,5
0,0,1,20300294,5
0,0,1,20300295,5
0,0,1,20300296,5
0,0,1,20300297,5
0,0,1,20300298,5
0,0,1,20300299,5
0,0,1,20300300,5
0,0,1,20300301,5
0,0,1,20300302,5
0,0,1,20300303,5
0,0,1,20300304,5
0,0,1,20300305,5
0,0,1,20300306,5
0,0,1,20300307,5
0,0,1,20300308,5
0,0,1,20300309,5
0,0,1,20300310,5
0,0,1,20300311,5
0,0,1,20300312,5
0,0,1,20300313,5
0,0,1,20300314,5
0,0,1,20300315,5
0,0,1,20300316,5
0,0,1,20300317,5
0,0,1,20300318,5
0,0,1,20300319,5
0,0,1,20300320,5
0,0,1,20300321,5
0,0,1,20300322,5
0,0,1,20300323,5
0,0,1,20300324,5
0,0,1,20300325,5
0,0,1,20300326,5
0,0,1,20300327,5
0,0,1,20300328,5
0,0,1,20300329,5
0,0,1,20300330,5
0,0,1,20300331,5
0,0,1,20300332,5
0,0,1,20300333,5
0,0,1,20300334,5
0,0,1,20300335,5
0,0,1,20300336,5
0,0,1,20300337,5
0,0,1,20300338,5
0,0,1,20300339,5
0,0,1,20300340,5
0,0,1,20300341,5
0,0,1,20300342,5
0,0,1,20300343,5
0,0,1,20300344,5
0,0,1,20300345,5
0,0,1,20300346,5
0,0,1,20300347,5
0,0,1,20300348,5
0,0,1,20300349,5
0,0,1,20300350,5
0,0,1,20300351,5
0,0,1,20300352,5
0,0,1,20300353,5
0,0,1,20300354,5
0,0,1,20300355,5
0,0,1,20300356,5
0,0,1,20300357,5
0,0,1,20300358,5
0,0,1,20300359,5
0,0,1,20300360,5
0,0,1,20300361,5
0,0,1,20300362,5
0,0,1,20300363,5
0,0,1,20300364,5
0,0,1,20300365,5
0,0,1,20300366,5
0,0,1,20300367,5
0,0,1,20300368,5
0,0,1,20300369,5
0,0,1,20300370,5
0,0,1,20300371,5
0,0,1,20300372,5
0,0,1,20300373,5
0,0,1,20300374,5
0,0,1,20300375,5
0,0,1,20300376,5
0,0,1,20300377,5
0,0,1,20300378,5
0,0,1,20300379,5
0,0,1,20300380,5
0,0,1,20300381,5
0,0,1,20300382,5
0,0,1,20300383,5
0,0,1,20300384,5
0,0,1,20300385,5
0,0,1,20300386,5
0,0,1,20300387,5
0,0,1,20300388,5
0,0,1,20300389,5
0,0,1,20300390,5
0,0,1,20300391,5
0,0,1,20300392,5
0,0,1,20300393,5
0,0,1,20300394,5
0,0,1,20300395,5
0,0,1,20300396,5
0,0,1,20300397,5
0,0,1,20300398,5
0,0,1,20300399,5
0,0,1,20300400,5
0,0,1,20300401,5
0,0,1,20300402,5
0,0,1,20300403,5
0,0,1,20300404,5
0,0,1,20300405,5
0,0,1,20300406,5
0,0,1,20300407,5
0,0,1,20300408,5
0,0,1,20300409,5
0,0,1,20300410,5
0,0,1,20300411,5
0,0,1,20300412,5
0,0,1,20300413,5
0,0,1,20300414,5
0,0,1,20300415,5
0,0,1,20300416,5
0,0,1,20300417,5
0,0,1,20300418,5
0,0,1,20300419,5
0,0,1,20300420,5
0,0,1,20300421,5
0,0,1,20300422,5
0,0,1,20300423,5
0,0,1,20300424,5
0,0,1,20300425,5
0,0,1,20300426,5
0,0,1,20300427,5
0,0,1,20300428,5
0,0,1,20300429,5
0,0,1,20300430,5
0,0,1,20300431,5
0,0,1,20300432,5
0,0,1,20300433,5
0,0,1,20300434,5
0,0,1,20300435,5
0,0,1,20300436,5
0,0,1,20300437,5
0,0,1,20300438,5
0,0,1,20300439,5
0,0,1,20300440,5
0,0,1,20300441,5
0,0,1,20300442,5
0,0,1,20300443,5
0,0,1,20300444,5
0,0,1,20300445,5
0,0,1,20300446,5
0,0,1,20300447,5
0,0,1,20300448,5
0,0,1,20300449,5
0,0,1,20300450,5
0,0,1,20300451,5
0,0,1,20300452,5
0,0,1,20300453,5
0,0,1,20300454,5
0,0,1,20300455,5
0,0,1,20300456,5
0,0,1,20300457,5
0,0,1,20300458,5
0,0,1,20300459,5
0,0,1,20300460,5
0,0,1,20300461,5
0,0,1,20300462,5
0,0,1,20300463,5
0,0,1,20300464,5
0,0,1,20300465,5
0,0,1,20300466,5
0,0,1,20300467,5
0,0,1,20300468,5
0,0,1,20300469,5
0,0,1,20300470,5
0,0,1,20300471,5
0,0,1,20300472,5
0,0,1,20300473,5
0,0,1,20300474,5
0,0,1,20300475,5
0,0,1,20300476,5
0,0,1,20300477,5
0,0,1,20300478,5
0,0,1,20300479,5
0,0,1,20300480,5
0,0,1,20300481,5
0,0,1,20300482,5
0,0,1,20300483,5
0,0,1,20300484,5
0,0,1,20300485,5
0,0,1,20300486,5
0,0,1,20300487,5
0,0,1,20300488,5
0,0,1,20300489,5
0,0,1,20300490,5
0,0,1,20300491,5
0,0,1,20300492,5
0,0,1,20300493,5
0,0,1,20300494,5
0,0,1,20300495,5
0,0,1,20300496,5
0,0,1,20300497,5
0,0,1,20300498,5
0,0,1,20300499,5
0,0,1,20300500,5
0,0,1,20300501,5
0,0,1,20300502,5
0,0,1,20300503,5
0,0,1,20300504,5
0,0,1,20300505,5
0,0,1,20300506,5
0,0,1,20300507,5
0,0,1,20300508,5
0,0,1,20300509,5
0,0,1,20300510,5
0,0,1,20300511,5
0,0,1,20300512,5
0,0,1,20300513,5
0,0,1,20300514,5
0,0,1,20300515,5
0,0,1,20300516,5
0,0,1,20300517,5
0,0,1,20300518,5
0,0,1,20300519,5
0,0,1,20300520,5
0,0,1,20300521,5
0,0,1,20300522,5
0,0,1,20300523,5
0,0,1,20300524,5
0,0,1,20300525,5
0,0,1,20300526,5
0,0,1,20300527,5
0,0,1,20300528,5
0,0,1,20300529,5
0,0,1,20300530,5
0,0,1,20300531,5
0,0,1,20300532,5
0,0,1,20300533,5
0,0,1,20300534,5
0,0,1,20300535,5
0,0,1,20300536,5
0,0,1,20300537,5
0,0,1,20300538,5
0,0,1,20300539,5
0,0,1,20300540,5
0,0,1,20300541,5
0,0,1,20300542,5
0,0,1,20300543,5
0,0,1,20300544,5
0,0,1,20300545,5
0,0,1,20300546,5
0,0,1,20300547,5
0,0,1,20300548,5
0,0,1,20300549,5
0,0,1,20300550,5
0,0,1,20300551,5
0,0,1,20300552,5
0,0,1,20300553,5
0,0,1,20300554,5
0,0,1,20300555,5
0,0,1,20300556,5
0,0,1,20300557,5
0,0,1,20300558,5
0,0,1,20300559,5
0,0,1,20300560,5
0,0,1,20300561,5
0,0,1,20300562,5
0,0,1,20300563,5
0,0,1,20300564,5
0,0,1,20300565,5
0,0,1,20300566,5
0,0,1,20300567,5
0,0,1,20300568,5
0,0,1,20300569,5
0,0,1,20300570,5
0,0,1,20300571,5
0,0,1,20300572,5
0,0,1,20300573,5
0,0,1,20300574,5
0,0,1,20300575,5
0,0,1,20300576,5
0,0,1,20300577,5
0,0,1,20300578,5
0,0,1,20300579,5
0,0,1,20300580,5
0,0,1,20300581,5
0,0,1,20300582,5
0,0,1,20300583,5
0,0,1,20300584,5
0,0,1,20300585,5
0,0,1,20300586,5
0,0,1,20300587,5
0,0,1,20300588,5
0,0,1,20300589,5
0,0,1,20300590,5
0,0,1,20300591,5
0,0,1,20300592,5
0,0,1,20300593,5
0,0,1,20300594,5
0,0,1,20300595,5
0,0,1,20300596,5
0,0,1,20300597,5
0,0,1,20300598,5
0,0,1,20300599,5
0,0,1,20300600,5
0,0,1,20300601,5
0,0,1,20300602,5
0,0,1,20300603,5
0,0,1,20300604,5
0,0,1,20300605,5
0,0,1,20300606,5
0,0,1,20300607,5
0,0,1,20300608,5
0,0,1,20300609,5
0,0,1,20300610,5
0,0,1,20300611,5
0,0,1,20300612,5
0,0,1,20300613,5
0,0,1,20300614,5
0,0,1,20300615,5
0,0,1,20300616,5
0,0,1,20300617,5
0,0,1,20300618,5
0,0,1,20300619,5
0,0,1,20300620,5
0,0,1,20300621,5
0,0,1,20300622,5
0,0,1,20300623,5
0,0,1,20300624,5
0,0,1,20300625,5
0,0,1,20300626,5
0,0,1,20300627,5
0,0,1,20300628,5
0,0,1,20300629,5
0,0,1,20300630,5
0,0,1,20300631,5
0,0,1,20300632,5
0,0,1,20300633,5
0,0,1,20300634,5
0,0,1,20300635,5
0,0,1,20300636,5
0,0,1,20300637,5
0,0,1,20300638,5
0,0,1,20300639,5
0,0,1,20300640,5
0,0,1,20300641,5
0,0,1,20300642,5
0,0,1,20300643,5
0,0,1,20300644,5
0,0,1,20300645,5
0,0,1,20300646,5
0,0,1,20300647,5
0,0,1,20300648,5
0,0,1,20300649,5
0,0,1,20300650,5
0,0,1,20300651,5
0,0,1,20300652,5
0,0,1,20300653,5
0,0,1,20300654,5
0,0,1,20300655,5
0,0,1,20300656,5
0,0,1,20300657,5
0,0,1,20300658,5
0,0,1,20300659,5
0,0,1,20300660,5
0,0,1,20300661,5
0,0,1,20300662,5
0,0,1,20300663,5
0,0,1,20300664,5
0,0,1,20300665,5
0,0,1,20300666,5
0,0,1,20300667,5
0,0,1,20300668,5
0,0,1,20300669,5
0,0,1,20300670,5
0,0,1,20300671,5
0,0,1,20300672,5
0,0,1,20300673,5
0,0,1,20300674,5
0,0,1,20300675,5
0,0,1,20300676,5
0,0,1,20300677,5
0,0,1,20300678,5
0,0,1,20300679,5
0,0,1,20300680,5
0,0,1,20300681,5
0,0,1,20300682,5
0,0,1,20300683,5
0,0,1,20300684,5
0,0,1,20300685,5
0,0,1,20300686,5
0,0,1,20300687,5
0,0,1,20300688,5
0,0,1,20300689,5
0,0,1,20300690,5
0,0,1,20300691,5
0,0,1,20300692,5
0,0,1,20300693,5
0,0,1,20300694,5
0,0,1,20300695,5
0,0,1,20300696,5
0,0,1,20300697,5
0,0,1,20300698,5
0,0,1,20300699,5
0,0,1,20300700,5
0,0,1,20300701,5
0,0,1,20300702,5
0,0,1,20300703,5
0,0,1,20300704,5
0,0,1,20300705,5
0,0,1,20300706,5
0,0,1,20300707,5
0,0,1,20300708,5
0,0,1,20300709,5
0,0,1,20300710,5
0,0,1,20300711,5
0,0,1,20300712,5
0,0,1,20300713,5
0,0,1,20300714,5
0,0,1,20300715,5
0,0,1,20300716,5
0,0,1,20300717,5
0,0,1,20300718,5
0,0,1,20300719,5
0,0,1,20300720,5
0,0,1,20300721,5
0,0,1,20300722,5
0,0,1,20300723,5
0,0,1,20300724,5
0,0,1,20300725,5
0,0,1,20300726,5
0,0,1,20300727,5
0,0,1,20300728,5
0,0,1,20300729,5
0,0,1,20300730,5
0,0,1,20300731,5
0,0,1,20300732,5
0,0,1,20300733,5
0,0,1,20300734,5
0,0,1,20300735,5
0,0,1,20300736,5
0,0,1,20300737,5
0,0,1,20300738,5
0,0,1,20300739,5
0,0,1,20300740,5
0,0,1,20300741,5
0,0,1,20300742,5
0,0,1,20300743,5
0,0,1,20300744,5
0,0,1,20300745,5
0,0,1,20300746,5
0,0,1,20300747,5
0,0,1,20300748,5
0,0,1,20300749,5
0,0,1,20300750,5
0,0,1,20300751,5
0,0,1,20300752,5
0,0,1,20300753,5
0,0,1,20300754,5
0,0,1,20300755,5
0,0,1,20300756,5
0,0,1,20300757,5
0,0,1,20300758,5
0,0,1,20300759,5
0,0,1,20300760,5
0,0,1,20300761,5
0,0,1,20300762,5
0,0,1,20300763,5
0,0,1,20300764,5
0,0,1,20300765,5
0,0,1,20300766,5
0,0,1,20300767,5
0,0,1,20300768,5
0,0,1,20300769,5
0,0,1,20300770,5
0,0,1,20300771,5
0,0,1,20300772,5
0,0,1,20300773,5
0,0,1,20300774,5
0,0,1,20300775,5
0,0,1,20300776,5
0,0,1,20300777,5
0,0,1,20300778,5
0,0,1,20300779,5
0,0,1,20300780,5
0,0,1,20300781,5
0,0,1,20300782,5
0,0,1,20300783,5
0,0,1,20300784,5
0,0,1,20300785,5
0,0,1,20300786,5
0,0,1,20300787,5
0,0,1,20300788,5
0,0,1,20300789,5
0,0,1,20300790,5
0,0,1,20300791,5
0,0,1,20300792,5
0,0,1,20300793,5
0,0,1,20300794,5
0,0,1,20300795,5
0,0,1,20300796,5
0,0,1,20300797,5
0,0,1,20300798,5
0,0,1,20300799,5
0,0,1,20300800,5
0,0,1,20300801,5
0,0,1,20300802,5
0,0,1,20300803,5
0,0,1,20300804,5
0,0,1,20300805,5
0,0,1,20300806,5
0,0,1,20300807,5
0,0,1,20300808,5
0,0,1,20300809,5
0,0,1,20300810,5
0,0,1,20300811,5
0,0,1,20300812,5
0,0,1,20300813,5
0,0,1,20300814,5
0,0,1,20300815,5
0,0,1,20300816,5
0,0,1,20300817,5
0,0,1,20300818,5
0,0,1,20300819,5
0,0,1,20300820,5
0,0,1,20300821,5
0,0,1,20300822,5
0,0,1,20300823,5
0,0,1,20300824,5
0,0,1,20300825,5
0,0,1,20300826,5
0,0,1,20300827,5
0,0,1,20300828,5
0,0,1,20300829,5
0,0,1,20300830,5
0,0,1,20300831,5
0,0,1,20300832,5
0,0,1,20300833,5
0,0,1,20300834,5
0,0,1,20300835,5
0,0,1,20300836,5
0,0,1,20300837,5
0,0,1,20300838,5
0,0,1,20300839,5
0,0,1,20300840,5
0,0,1,20300841,5
0,0,1,20300842,5
0,0,1,20300843,5
0,0,1,20300844,5
0,0,1,20300845,5
0,0,1,20300846,5
0,0,1,20300847,5
0,0,1,20300848,5
0,0,1,20300849,5
0,0,1,20300850,5
0,0,1,20300851,5
0,0,1,20300852,5
0,0,1,20300853,5
0,0,1,20300854,5
0,0,1,20300855,5
0,0,1,20300856,5
0,0,1,20300857,5
0,0,1,20300858,5
0,0,1,20300859,5
0,0,1,20300860,5
0,0,1,20300861,5
0,0,1,20300862,5
0,0,1,20300863,5
0,0,1,20300864,5
0,0,1,20300865,5
0,0,1,20300866,5
0,0,1,20300867,5
0,0,1,20300868,5
0,0,1,20300869,5
0,0,1,20300870,5
0,0,1,20300871,5
0,0,1,20300872,5
0,0,1,20300873,5
0,0,1,20300874,5
0,0,1,20300875,5
0,0,1,20300876,5
0,0,1,20300877,5
0,0,1,20300878,5
0,0,1,20300879,5
0,0,1,20300880,5
0,0,1,20300881,5
0,0,1,20300882,5
0,0,1,20300883,5
0,0,1,20300884,5
0,0,1,20300885,5
0,0,1,20300886,5
0,0,1,20300887,5
0,0,1,20300888,5
0,0,1,20300889,5
0,0,1,20300890,5
0,0,1,20300891,5
0,0,1,20300892,5
0,0,1,20300893,5
0,0,1,20300894,5
0,0,1,20300895,5
0,0,1,20300896,5
0,0,1,20300897,5
0,0,1,20300898,5
0,0,1,20300899,5
0,0,1,20300900,5
0,0,1,20300901,5
0,0,1,20300902,5
0,0,1,20300903,5
0,0,1,20300904,5
0,0,1,20300905,5
0,0,1,20300906,5
0,0,1,20300907,5
0,0,1,20300908,5
0,0,1,20300909,5
0,0,1,20300910,5
0,0,1,20300911,5
0,0,1,20300912,5
0,0,1,20300913,5
0,0,1,20300914,5
0,0,1,20300915,5
0,0,1,20300916,5
0,0,1,20300917,5
0,0,1,20300918,5
0,0,1,20300919,5
0,0,1,20300920,5
0,0,1,20300921,5
0,0,1,20300922,5
0,0,1,20300923,5
0,0,1,20300924,5
0,0,1,20300925,5
0,0,1,20300926,5
0,0,1,20300927,5
0,0,1,20300928,5
0,0,1,20300929,5
0,0,1,20300930,5
0,0,1,20300931,5
0,0,1,20300932,5
0,0,1,20300933,5
0,0,1,20300934,5
0,0,1,20300935,5
0,0,1,20300936,5
0,0,1,20300937,5
0,0,1,20300938,5
0,0,1,20300939,5
0,0,1,20300940,5
0,0,1,20300941,5
0,0,1,20300942,5
0,0,1,20300943,5
0,0,1,20300944,5
0,0,1,20300945,5
0,0,1,20300946,5
0,0,1,20300947,5
0,0,1,20300948,5
0,0,1,20300949,5
0,0,1,20300950,5
0,0,1,20300951,5
0,0,1,20300952,5
0,0,1,20300953,5
0,0,1,20300954,5
0,0,1,20300955,5
0,0,1,20300956,5
0,0,1,20300957,5
0,0,1,20300958,5
0,0,1,20300959,5
0,0,1,20300960,5
0,0,1,20300961,5
0,0,1,20300962,5
0,0,1,20300963,5
0,0,1,20300964,5
0,0,1,20300965,5
0,0,1,20300966,5
0,0,1,20300967,5
0,0,1,20300968,5
0,0,1,20300969,5
0,0,1,20300970,5
0,0,1,20300971,5
0,0,1,20300972,5
0,0,1,20300973,5
0,0,1,20300974,5
0,0,1,20300975,5
0,0,1,20300976,5
0,0,1,20300977,5
0,0,1,20300978,5
0,0,1,20300979,5
0,0,1,20300980,5
0,0,1,20300981,5
0,0,1,20300982,5
0,0,1,20300983,5
0,0,1,20300984,5
0,0,1,20300985,5
0,0,1,20300986,5
0,0,1,20300987,5
0,0,1,20300988,5
0,0,1,20300989,5
0,0,1,20300990,5
0,0,1,20300991,5
0,0,1,20300992,5
0,0,1,20300993,5
0,0,1,20300994,5
0,0,1,20300995,5
0,0,1,20300996,5
0,0,1,20300997,5
0,0,1,20300998,5
0,0,1,20300999,5
0,0,1,20301000,5
0,0,1,20301001,5
0,0,1,20301002,5
0,0,1,20301003,5
0,0,1,20301004,5
0,0,1,20301005,5
0,0,1,20301006,5
0,0,1,20301007,5
0,0,1,20301008,5
0,0,1,20301009,5
0,0,1,20301010,5
0,0,1,20301011,5
0,0,1,20301012,5
0,0,1,20301013,5
0,0,1,20301014,5
0,0,1,20301015,5
0,0,1,20301016,5
0,0,1,20301017,5
0,0,1,20301018,5
0,0,1,20301019,5
0,0,1,20301020,5
0,0,1,20301021,5
0,0,1,20301022,5
0,0,1,20301023,5
0,0,1,20301024,5
0,0,1,20301025,5
0,0,1,20301026,5
0,0,1,20301027,5
0,0,1,20301028,5
0,0,1,20301029,5
0,0,1,20301030,5
0,0,1,20301031,5
0,0,1,20301032,5
0,0,1,20301033,5
0,0,1,20301034,5
0,0,1,20301035,5
0,0,1,20301036,5
0,0,1,20301037,5
0,0,1,20301038,5
0,0,1,20301039,5
0,0,1,20301040,5
0,0,1,20301041,5
0,0,1,20301042,5
0,0,1,20301043,5
0,0,1,20301044,5
0,0,1,20301045,5
0,0,1,20301046,5
0,0,1,20301047,5
0,0,1,20301048,5
0,0,1,20301049,5
0,0,1,20301050,5
0,0,1,20301051,5
0,0,1,20301052,5
0,0,1,20301053,5
0,0,1,20301054,5
0,0,1,20301055,5
0,0,1,20301056,5
0,0,1,20301057,5
0,0,1,20301058,5
0,0,1,20301059,5
0,0,1,20301060,5
0,0,1,20301061,5
0,0,1,20301062,5
0,0,1,20301063,5
0,0,1,20301064,5
0,0,1,20301065,5
0,0,1,20301066,5
0,0,1,20301067,5
0,0,1,20301068,5
0,0,1,20301069,5
0,0,1,20301070,5
0,0,1,20301071,5
0,0,1,20301072,5
0,0,1,20301073,5
0,0,1,20301074,5
0,0,1,20301075,5
0,0,1,20301076,5
0,0,1,20301077,5
0,0,1,20301078,5
0,0,1,20301079,5
0,0,1,20301080,5
0,0,1,20301081,5
0,0,1,20301082,5
0,0,1,20301083,5
0,0,1,20301084,5
0,0,1,20301085,5
0,0,1,20301086,5
0,0,1,20301087,5
0,0,1,20301088,5
0,0,1,20301089,5
0,0,1,20301090,5
0,0,1,20301091,5
0,0,1,20301092,5
0,0,1,20301093,5
0,0,1,20301094,5
0,0,1,20301095,5
0,0,1,20301096,5
0,0,1,20301097,5
0,0,1,20301098,5
0,0,1,20301099,5
0,0,1,20301100,5
0,0,1,20301101,5
0,0,1,20301102,5
0,0,1,20301103,5
0,0,1,20301104,5
0,0,1,20301105,5
0,0,1,20301106,5
0,0,1,20301107,5
0,0,1,20301108,5
0,0,1,20301109,5
0,0,1,20301110,5
0,0,1,20301111,5
0,0,1,20301112,5
0,0,1,20301113,5
0,0,1,20301114,5
0,0,1,20301115,5
0,0,1,20301116,5
0,0,1,20301117,5
0,0,1,20301118,5
0,0,1,20301119,5
0,0,1,20301120,5
0,0,1,20301121,5
0,0,1,20301122,5
0,0,1,20301123,5
0,0,1,20301124,5
0,0,1,20301125,5
0,0,1,20301126,5
0,0,1,20301127,5
0,0,1,20301128,5
0,0,1,20301129,5
0,0,1,20301130,5
0,0,1,20301131,5
0,0,1,20301132,5
0,0,1,20301133,5
0,0,1,20301134,5
0,0,1,20301135,5
0,0,1,20301136,5
0,0,1,20301137,5
0,0,1,20301138,5
0,0,1,20301139,5
0,0,1,20301140,5
0,0,1,20301141,5
0,0,1,20301142,5
0,0,1,20301143,5
0,0,1,20301144,5
0,0,1,20301145,5
0,0,1,20301146,5
0,0,1,20301147,5
0,0,1,20301148,5
0,0,1,20301149,5
0,0,1,20301150,5
0,0,1,20301151,5
0,0,1,20301152,5
0,0,1,20301153,5
0,0,1,20301154,5
0,0,1,20301155,5
0,0,1,20301156,5
0,0,1,20301157,5
0,0,1,20301158,5
0,0,1,20301159,5
0,0,1,20301160,5
0,0,1,20301161,5
