weather_iteration,hydro_iteration,stage_id,timepoint,cap_factor
0,0,1,20300133,0.56
0,0,1,20300134,0.56
0,0,1,20300135,0.525
0,0,1,20300136,0.455
0,0,1,20300137,0.35
0,0,1,20300138,0.21
0,0,1,20300139,0.07
0,0,1,20300140,0.014
0,0,1,20300141,0.0
0,0,1,20300142,0.0
0,0,1,20300143,0.0
0,0,1,20300144,0.0
0,0,1,20300145,0.0
0,0,1,20300146,0.0
0,0,1,20300147,0.0
0,0,1,20300148,0.0
0,0,1,20300149,0.0
0,0,1,20300150,0.0
0,0,1,20300151,0.028
0,0,1,20300152,0.098
0,0,1,20300153,0.21
0,0,1,20300154,0.322
0,0,1,20300155,0.42
0,0,1,20300156,0.497
0,0,1,20300157,0.56
0,0,1,20300158,0.56
0,0,1,20300159,0.525
0,0,1,20300160,0.455
0,0,1,20300161,0.35
0,0,1,20300162,0.21
0,0,1,20300163,0.07
0,0,1,20300164,0.014
0,0,1,20300165,0.0
0,0,1,20300166,0.0
0,0,1,20300167,0.0
0,0,1,20300168,0.0
0,0,1,20300169,0.0
0,0,1,20300170,0.0
0,0,1,20300171,0.0
0,0,1,20300172,0.0
0,0,1,20300173,0.0
0,0,1,20300174,0.0
0,0,1,20300175,0.028
0,0,1,20300176,0.098
0,0,1,20300177,0.21
0,0,1,20300178,0.322
0,0,1,20300179,0.42
0,0,1,20300180,0.497
0,0,1,20300181,0.56
0,0,1,20300182,0.56
0,0,1,20300183,0.525
0,0,1,20300184,0.455
0,0,1,20300185,0.35
0,0,1,20300186,0.21
0,0,1,20300187,0.07
0,0,1,20300188,0.014
0,0,1,20300189,0.0
0,0,1,20300190,0.0
0,0,1,20300191,0.0
0,0,1,20300192,0.0
0,0,1,20300193,0.0
0,0,1,20300194,0.0
0,0,1,20300195,0.0
0,0,1,20300196,0.0
0,0,1,20300197,0.0
0,0,1,20300198,0.0
0,0,1,20300199,0.028
0,0,1,20300200,0.098
0,0,1,20300201,0.21
0,0,1,20300202,0.322
0,0,1,20300203,0.42
0,0,1,20300204,0.497
0,0,1,20300205,0.56
0,0,1,20300206,0.56
0,0,1,20300207,0.525
0,0,1,20300208,0.455
0,0,1,20300209,0.35
0,0,1,20300210,0.21
0,0,1,20300211,0.07
0,0,1,20300212,0.014
0,0,1,20300213,0.0
0,0,1,20300214,0.0
0,0,1,20300215,0.0
0,0,1,20300216,0.0
0,0,1,20300217,0.0
0,0,1,20300218,0.0
0,0,1,20300219,0.0
0,0,1,20300220,0.0
0,0,1,20300221,0.0
0,0,1,20300222,0.0
0,0,1,20300223,0.028
0,0,1,20300224,0.098
0,0,1,20300225,0.21
0,0,1,20300226,0.322
0,0,1,20300227,0.42
0,0,1,20300228,0.497
0,0,1,20300229,0.56
0,0,1,20300230,0.56
0,0,1,20300231,0.525
0,0,1,20300232,0.455
0,0,1,20300233,0.35
0,0,1,20300234,0.21
0,0,1,20300235,0.07
0,0,1,20300236,0.014
0,0,1,20300237,0.0
0,0,1,20300238,0.0
0,0,1,20300239,0.0
0,0,1,20300240,0.0
0,0,1,20300241,0.0
0,0,1,20300242,0.0
0,0,1,20300243,0.0
0,0,1,20300244,0.0
0,0,1,20300245,0.0
0,0,1,20300246,0.0
0,0,1,20300247,0.028
0,0,1,20300248,0.098
0,0,1,20300249,0.21
0,0,1,20300250,0.322
0,0,1,20300251,0.42
0,0,1,20300252,0.497
0,0,1,20300253,0.56
0,0,1,20300254,0.56
0,0,1,20300255,0.525
0,0,1,20300256,0.455
0,0,1,20300257,0.35
0,0,1,20300258,0.21
0,0,1,20300259,0.07
0,0,1,20300260,0.014
0,0,1,20300261,0.0
0,0,1,20300262,0.0
0,0,1,20300263,0.0
0,0,1,20300264,0.0
0,0,1,20300265,0.0
0,0,1,20300266,0.0
0,0,1,20300267,0.0
0,0,1,20300268,0.0
0,0,1,20300269,0.0
0,0,1,20300270,0.0
0,0,1,20300271,0.028
0,0,1,20300272,0.098
0,0,1,20300273,0.21
0,0,1,20300274,0.322
0,0,1,20300275,0.42
0,0,1,20300276,0.497
0,0,1,20300277,0.56
0,0,1,20300278,0.56
0,0,1,20300279,0.525
0,0,1,20300280,0.455
0,0,1,20300281,0.35
0,0,1,20300282,0.21
0,0,1,20300283,0.07
0,0,1,20300284,0.014
0,0,1,20300285,0.0
0,0,1,20300286,0.0
0,0,1,20300287,0.0
0,0,1,20300288,0.0
0,0,1,20300289,0.0
0,0,1,20300290,0.0
0,0,1,20300291,0.0
0,0,1,20300292,0.0
0,0,1,20300293,0.0
0,0,1,20300294,0.0
0,0,1,20300295,0.028
0,0,1,20300296,0.098
0,0,1,20300297,0.21
0,0,1,20300298,0.322
0,0,1,20300299,0.42
0,0,1,20300300,0.497
0,0,1,20300301,0.56
0,0,1,20300302,0.56
0,0,1,20300303,0.525
0,0,1,20300304,0.455
0,0,1,20300305,0.35
0,0,1,20300306,0.21
0,0,1,20300307,0.07
0,0,1,20300308,0.014
0,0,1,20300309,0.0
0,0,1,20300310,0.0
0,0,1,20300311,0.0
0,0,1,20300312,0.0
0,0,1,20300313,0.0
0,0,1,20300314,0.0
0,0,1,20300315,0.0
0,0,1,20300316,0.0
0,0,1,20300317,0.0
0,0,1,20300318,0.0
0,0,1,20300319,0.028
0,0,1,20300320,0.098
0,0,1,20300321,0.21
0,0,1,20300322,0.322
0,0,1,20300323,0.42
0,0,1,20300324,0.497
0,0,1,20300325,0.56
0,0,1,20300326,0.56
0,0,1,20300327,0.525
0,0,1,20300328,0.455
0,0,1,20300329,0.35
0,0,1,20300330,0.21
0,0,1,20300331,0.07
0,0,1,20300332,0.014
0,0,1,20300333,0.0
0,0,1,20300334,0.0
0,0,1,20300335,0.0
0,0,1,20300336,0.0
0,0,1,20300337,0.0
0,0,1,20300338,0.0
0,0,1,20300339,0.0
0,0,1,20300340,0.0
0,0,1,20300341,0.0
0,0,1,20300342,0.0
0,0,1,20300343,0.028
0,0,1,20300344,0.098
0,0,1,20300345,0.21
0,0,1,20300346,0.322
0,0,1,20300347,0.42
0,0,1,20300348,0.497
0,0,1,20300349,0.56
0,0,1,20300350,0.56
0,0,1,20300351,0.525
0,0,1,20300352,0.455
0,0,1,20300353,0.35
0,0,1,20300354,0.21
0,0,1,20300355,0.07
0,0,1,20300356,0.014
0,0,1,20300357,0.0
0,0,1,20300358,0.0
0,0,1,20300359,0.0
0,0,1,20300360,0.0
0,0,1,20300361,0.0
0,0,1,20300362,0.0
0,0,1,20300363,0.0
0,0,1,20300364,0.0
0,0,1,20300365,0.0
0,0,1,20300366,0.0
0,0,1,20300367,0.028
0,0,1,20300368,0.098
0,0,1,20300369,0.21
0,0,1,20300370,0.322
0,0,1,20300371,0.42
0,0,1,20300372,0.497
0,0,1,20300373,0.56
0,0,1,20300374,0.56
0,0,1,20300375,0.525
0,0,1,20300376,0.455
0,0,1,20300377,0.35
0,0,1,20300378,0.21
0,0,1,20300379,0.07
0,0,1,20300380,0.014
0,0,1,20300381,0.0
0,0,1,20300382,0.0
0,0,1,20300383,0.0
0,0,1,20300384,0.0
0,0,1,20300385,0.0
0,0,1,20300386,0.0
0,0,1,20300387,0.0
0,0,1,20300388,0.0
0,0,1,20300389,0.0
0,0,1,20300390,0.0
0,0,1,20300391,0.028
0,0,1,20300392,0.098
0,0,1,20300393,0.21
0,0,1,20300394,0.322
0,0,1,20300395,0.42
0,0,1,20300396,0.497
0,0,1,20300397,0.56
0,0,1,20300398,0.56
0,0,1,20300399,0.525
0,0,1,20300400,0.455
0,0,1,20300401,0.35
0,0,1,20300402,0.21
0,0,1,20300403,0.07
0,0,1,20300404,0.014
0,0,1,20300405,0.0
0,0,1,20300406,0.0
0,0,1,20300407,0.0
0,0,1,20300408,0.0
0,0,1,20300409,0.0
0,0,1,20300410,0.0
0,0,1,20300411,0.0
0,0,1,20300412,0.0
0,0,1,20300413,0.0
0,0,1,20300414,0.0
0,0,1,20300415,0.028
0,0,1,20300416,0.098
0,0,1,20300417,0.21
0,0,1,20300418,0.322
0,0,1,20300419,0.42
0,0,1,20300420,0.497
0,0,1,20300421,0.56
0,0,1,20300422,0.56
0,0,1,20300423,0.525
0,0,1,20300424,0.455
0,0,1,20300425,0.35
0,0,1,20300426,0.21
0,0,1,20300427,0.07
0,0,1,20300428,0.014
0,0,1,20300429,0.0
0,0,1,20300430,0.0
0,0,1,20300431,0.0
0,0,1,20300432,0.0
0,0,1,20300433,0.0
0,0,1,20300434,0.0
0,0,1,20300435,0.0
0,0,1,20300436,0.0
0,0,1,20300437,0.0
0,0,1,20300438,0.0
0,0,1,20300439,0.028
0,0,1,20300440,0.098
0,0,1,20300441,0.21
0,0,1,20300442,0.322
0,0,1,20300443,0.42
0,0,1,20300444,0.497
0,0,1,20300445,0.56
0,0,1,20300446,0.56
0,0,1,20300447,0.525
0,0,1,20300448,0.455
0,0,1,20300449,0.35
0,0,1,20300450,0.21
0,0,1,20300451,0.07
0,0,1,20300452,0.014
0,0,1,20300453,0.0
0,0,1,20300454,0.0
0,0,1,20300455,0.0
0,0,1,20300456,0.0
0,0,1,20300457,0.0
0,0,1,20300458,0.0
0,0,1,20300459,0.0
0,0,1,20300460,0.0
0,0,1,20300461,0.0
0,0,1,20300462,0.0
0,0,1,20300463,0.028
0,0,1,20300464,0.098
0,0,1,20300465,0.21
0,0,1,20300466,0.322
0,0,1,20300467,0.42
0,0,1,20300468,0.497
0,0,1,20300469,0.56
0,0,1,20300470,0.56
0,0,1,20300471,0.525
0,0,1,20300472,0.455
0,0,1,20300473,0.35
0,0,1,20300474,0.21
0,0,1,20300475,0.07
0,0,1,20300476,0.014
0,0,1,20300477,0.0
0,0,1,20300478,0.0
0,0,1,20300479,0.0
0,0,1,20300480,0.0
0,0,1,20300481,0.0
0,0,1,20300482,0.0
0,0,1,20300483,0.0
0,0,1,20300484,0.0
0,0,1,20300485,0.0
0,0,1,20300486,0.0
0,0,1,20300487,0.028
0,0,1,20300488,0.098
0,0,1,20300489,0.21
0,0,1,20300490,0.322
0,0,1,20300491,0.42
0,0,1,20300492,0.497
0,0,1,20300493,0.56
0,0,1,20300494,0.56
0,0,1,20300495,0.525
0,0,1,20300496,0.455
0,0,1,20300497,0.35
0,0,1,20300498,0.21
0,0,1,20300499,0.07
0,0,1,20300500,0.014
0,0,1,20300501,0.0
0,0,1,20300502,0.0
0,0,1,20300503,0.0
0,0,1,20300504,0.0
0,0,1,20300505,0.0
0,0,1,20300506,0.0
0,0,1,20300507,0.0
0,0,1,20300508,0.0
0,0,1,20300509,0.0
0,0,1,20300510,0.0
0,0,1,20300511,0.028
0,0,1,20300512,0.098
0,0,1,20300513,0.21
0,0,1,20300514,0.322
0,0,1,20300515,0.42
0,0,1,20300516,0.497
0,0,1,20300517,0.56
0,0,1,20300518,0.56
0,0,1,20300519,0.525
0,0,1,20300520,0.455
0,0,1,20300521,0.35
0,0,1,20300522,0.21
0,0,1,20300523,0.07
0,0,1,20300524,0.014
0,0,1,20300525,0.0
0,0,1,20300526,0.0
0,0,1,20300527,0.0
0,0,1,20300528,0.0
0,0,1,20300529,0.0
0,0,1,20300530,0.0
0,0,1,20300531,0.0
0,0,1,20300532,0.0
0,0,1,20300533,0.0
0,0,1,20300534,0.0
0,0,1,20300535,0.028
0,0,1,20300536,0.098
0,0,1,20300537,0.21
0,0,1,20300538,0.322
0,0,1,20300539,0.42
0,0,1,20300540,0.497
0,0,1,20300541,0.56
0,0,1,20300542,0.56
0,0,1,20300543,0.525
0,0,1,20300544,0.455
0,0,1,20300545,0.35
0,0,1,20300546,0.21
0,0,1,20300547,0.07
0,0,1,20300548,0.014
0,0,1,20300549,0.0
0,0,1,20300550,0.0
0,0,1,20300551,0.0
0,0,1,20300552,0.0
0,0,1,20300553,0.0
0,0,1,20300554,0.0
0,0,1,20300555,0.0
0,0,1,20300556,0.0
0,0,1,20300557,0.0
0,0,1,20300558,0.0
0,0,1,20300559,0.028
0,0,1,20300560,0.098
0,0,1,20300561,0.21
0,0,1,20300562,0.322
0,0,1,20300563,0.42
0,0,1,20300564,0.497
0,0,1,20300565,0.56
0,0,1,20300566,0.56
0,0,1,20300567,0.525
0,0,1,20300568,0.455
0,0,1,20300569,0.35
0,0,1,20300570,0.21
0,0,1,20300571,0.07
0,0,1,20300572,0.014
0,0,1,20300573,0.0
0,0,1,20300574,0.0
0,0,1,20300575,0.0
0,0,1,20300576,0.0
0,0,1,20300577,0.0
0,0,1,20300578,0.0
0,0,1,20300579,0.0
0,0,1,20300580,0.0
0,0,1,20300581,0.0
0,0,1,20300582,0.0
0,0,1,20300583,0.028
0,0,1,20300584,0.098
0,0,1,20300585,0.21
0,0,1,20300586,0.322
0,0,1,20300587,0.42
0,0,1,20300588,0.497
0,0,1,20300589,0.56
0,0,1,20300590,0.56
0,0,1,20300591,0.525
0,0,1,20300592,0.455
0,0,1,20300593,0.35
0,0,1,20300594,0.21
0,0,1,20300595,0.07
0,0,1,20300596,0.014
0,0,1,20300597,0.0
0,0,1,20300598,0.0
0,0,1,20300599,0.0
0,0,1,20300600,0.0
0,0,1,20300601,0.0
0,0,1,20300602,0.0
0,0,1,20300603,0.0
0,0,1,20300604,0.0
0,0,1,20300605,0.0
0,0,1,20300606,0.0
0,0,1,20300607,0.028
0,0,1,20300608,0.098
0,0,1,20300609,0.21
0,0,1,20300610,0.322
0,0,1,20300611,0.42
0,0,1,20300612,0.497
0,0,1,20300613,0.56
0,0,1,20300614,0.56
0,0,1,20300615,0.525
0,0,1,20300616,0.455
0,0,1,20300617,0.35
0,0,1,20300618,0.21
0,0,1,20300619,0.07
0,0,1,20300620,0.014
0,0,1,20300621,0.0
0,0,1,20300622,0.0
0,0,1,20300623,0.0
0,0,1,20300624,0.0
0,0,1,20300625,0.0
0,0,1,20300626,0.0
0,0,1,20300627,0.0
0,0,1,20300628,0.0
0,0,1,20300629,0.0
0,0,1,20300630,0.0
0,0,1,20300631,0.028
0,0,1,20300632,0.098
0,0,1,20300633,0.21
0,0,1,20300634,0.322
0,0,1,20300635,0.42
0,0,1,20300636,0.497
0,0,1,20300637,0.56
0,0,1,20300638,0.56
0,0,1,20300639,0.525
0,0,1,20300640,0.455
0,0,1,20300641,0.35
0,0,1,20300642,0.21
0,0,1,20300643,0.07
0,0,1,20300644,0.014
0,0,1,20300645,0.0
0,0,1,20300646,0.0
0,0,1,20300647,0.0
0,0,1,20300648,0.0
0,0,1,20300649,0.0
0,0,1,20300650,0.0
0,0,1,20300651,0.0
0,0,1,20300652,0.0
0,0,1,20300653,0.0
0,0,1,20300654,0.0
0,0,1,20300655,0.028
0,0,1,20300656,0.098
0,0,1,20300657,0.21
0,0,1,20300658,0.322
0,0,1,20300659,0.42
0,0,1,20300660,0.497
0,0,1,20300661,0.56
0,0,1,20300662,0.56
0,0,1,20300663,0.525
0,0,1,20300664,0.455
0,0,1,20300665,0.35
0,0,1,20300666,0.21
0,0,1,20300667,0.07
0,0,1,20300668,0.014
0,0,1,20300669,0.0
0,0,1,20300670,0.0
0,0,1,20300671,0.0
0,0,1,20300672,0.0
0,0,1,20300673,0.0
0,0,1,20300674,0.0
0,0,1,20300675,0.0
0,0,1,20300676,0.0
0,0,1,20300677,0.0
0,0,1,20300678,0.0
0,0,1,20300679,0.028
0,0,1,20300680,0.098
0,0,1,20300681,0.21
0,0,1,20300682,0.322
0,0,1,20300683,0.42
0,0,1,20300684,0.497
0,0,1,20300685,0.56
0,0,1,20300686,0.56
0,0,1,20300687,0.525
0,0,1,20300688,0.455
0,0,1,20300689,0.35
0,0,1,20300690,0.21
0,0,1,20300691,0.07
0,0,1,20300692,0.014
0,0,1,20300693,0.0
0,0,1,20300694,0.0
0,0,1,20300695,0.0
0,0,1,20300696,0.0
0,0,1,20300697,0.0
0,0,1,20300698,0.0
0,0,1,20300699,0.0
0,0,1,20300700,0.0
0,0,1,20300701,0.0
0,0,1,20300702,0.0
0,0,1,20300703,0.028
0,0,1,20300704,0.098
0,0,1,20300705,0.21
0,0,1,20300706,0.322
0,0,1,20300707,0.42
0,0,1,20300708,0.497
0,0,1,20300709,0.56
0,0,1,20300710,0.56
0,0,1,20300711,0.525
0,0,1,20300712,0.455
0,0,1,20300713,0.35
0,0,1,20300714,0.21
0,0,1,20300715,0.07
0,0,1,20300716,0.014
0,0,1,20300717,0.0
0,0,1,20300718,0.0
0,0,1,20300719,0.0
0,0,1,20300720,0.0
0,0,1,20300721,0.0
0,0,1,20300722,0.0
0,0,1,20300723,0.0
0,0,1,20300724,0.0
0,0,1,20300725,0.0
0,0,1,20300726,0.0
0,0,1,20300727,0.028
0,0,1,20300728,0.098
0,0,1,20300729,0.21
0,0,1,20300730,0.322
0,0,1,20300731,0.42
0,0,1,20300732,0.497
0,0,1,20300733,0.56
0,0,1,20300734,0.56
0,0,1,20300735,0.525
0,0,1,20300736,0.455
0,0,1,20300737,0.35
0,0,1,20300738,0.21
0,0,1,20300739,0.07
0,0,1,20300740,0.014
0,0,1,20300741,0.0
0,0,1,20300742,0.0
0,0,1,20300743,0.0
0,0,1,20300744,0.0
0,0,1,20300745,0.0
0,0,1,20300746,0.0
0,0,1,20300747,0.0
0,0,1,20300748,0.0
0,0,1,20300749,0.0
0,0,1,20300750,0.0
0,0,1,20300751,0.03
0,0,1,20300752,0.105
0,0,1,20300753,0.225
0,0,1,20300754,0.345
0,0,1,20300755,0.45
0,0,1,20300756,0.5325
0,0,1,20300757,0.6
0,0,1,20300758,0.6
0,0,1,20300759,0.5625
0,0,1,20300760,0.4875
0,0,1,20300761,0.375
0,0,1,20300762,0.225
0,0,1,20300763,0.075
0,0,1,20300764,0.015
0,0,1,20300765,0.0
0,0,1,20300766,0.0
0,0,1,20300767,0.0
0,0,1,20300768,0.0
0,0,1,20300769,0.0
0,0,1,20300770,0.0
0,0,1,20300771,0.0
0,0,1,20300772,0.0
0,0,1,20300773,0.0
0,0,1,20300774,0.0
0,0,1,20300775,0.03
0,0,1,20300776,0.105
0,0,1,20300777,0.225
0,0,1,20300778,0.345
0,0,1,20300779,0.45
0,0,1,20300780,0.5325
0,0,1,20300781,0.6
0,0,1,20300782,0.6
0,0,1,20300783,0.5625
0,0,1,20300784,0.4875
0,0,1,20300785,0.375
0,0,1,20300786,0.225
0,0,1,20300787,0.075
0,0,1,20300788,0.015
0,0,1,20300789,0.0
0,0,1,20300790,0.0
0,0,1,20300791,0.0
0,0,1,20300792,0.0
0,0,1,20300793,0.0
0,0,1,20300794,0.0
0,0,1,20300795,0.0
0,0,1,20300796,0.0
0,0,1,20300797,0.0
0,0,1,20300798,0.0
0,0,1,20300799,0.03
0,0,1,20300800,0.105
0,0,1,20300801,0.225
0,0,1,20300802,0.345
0,0,1,20300803,0.45
0,0,1,20300804,0.5325
0,0,1,20300805,0.6
0,0,1,20300806,0.6
0,0,1,20300807,0.5625
0,0,1,20300808,0.4875
0,0,1,20300809,0.375
0,0,1,20300810,0.225
0,0,1,20300811,0.075
0,0,1,20300812,0.015
0,0,1,20300813,0.0
0,0,1,20300814,0.0
0,0,1,20300815,0.0
0,0,1,20300816,0.0
0,0,1,20300817,0.0
0,0,1,20300818,0.0
0,0,1,20300819,0.0
0,0,1,20300820,0.0
0,0,1,20300821,0.0
0,0,1,20300822,0.0
0,0,1,20300823,0.03
0,0,1,20300824,0.105
0,0,1,20300825,0.225
0,0,1,20300826,0.345
0,0,1,20300827,0.45
0,0,1,20300828,0.5325
0,0,1,20300829,0.6
0,0,1,20300830,0.6
0,0,1,20300831,0.5625
0,0,1,20300832,0.4875
0,0,1,20300833,0.375
0,0,1,20300834,0.225
0,0,1,20300835,0.075
0,0,1,20300836,0.015
0,0,1,20300837,0.0
0,0,1,20300838,0.0
0,0,1,20300839,0.0
0,0,1,20300840,0.0
0,0,1,20300841,0.0
0,0,1,20300842,0.0
0,0,1,20300843,0.0
0,0,1,20300844,0.0
0,0,1,20300845,0.0
0,0,1,20300846,0.0
0,0,1,20300847,0.03
0,0,1,20300848,0.105
0,0,1,20300849,0.225
0,0,1,20300850,0.345
0,0,1,20300851,0.45
0,0,1,20300852,0.5325
0,0,1,20300853,0.6
0,0,1,20300854,0.6
0,0,1,20300855,0.5625
0,0,1,20300856,0.4875
0,0,1,20300857,0.375
0,0,1,20300858,0.225
0,0,1,20300859,0.075
0,0,1,20300860,0.015
0,0,1,20300861,0.0
0,0,1,20300862,0.0
0,0,1,20300863,0.0
0,0,1,20300864,0.0
0,0,1,20300865,0.0
0,0,1,20300866,0.0
0,0,1,20300867,0.0
0,0,1,20300868,0.0
0,0,1,20300869,0.0
0,0,1,20300870,0.0
0,0,1,20300871,0.03
0,0,1,20300872,0.105
0,0,1,20300873,0.225
0,0,1,20300874,0.345
0,0,1,20300875,0.45
0,0,1,20300876,0.5325
0,0,1,20300877,0.6
0,0,1,20300878,0.6
0,0,1,20300879,0.5625
0,0,1,20300880,0.4875
0,0,1,20300881,0.375
0,0,1,20300882,0.225
0,0,1,20300883,0.075
0,0,1,20300884,0.015
0,0,1,20300885,0.0
0,0,1,20300886,0.0
0,0,1,20300887,0.0
0,0,1,20300888,0.0
0,0,1,20300889,0.0
0,0,1,20300890,0.0
0,0,1,20300891,0.0
0,0,1,20300892,0.0
0,0,1,20300893,0.0
0,0,1,20300894,0.0
0,0,1,20300895,0.03
0,0,1,20300896,0.105
0,0,1,20300897,0.225
0,0,1,20300898,0.345
0,0,1,20300899,0.45
0,0,1,20300900,0.5325
0,0,1,20300901,0.6
0,0,1,20300902,0.6
0,0,1,20300903,0.5625
0,0,1,20300904,0.4875
0,0,1,20300905,0.375
0,0,1,20300906,0.225
0,0,1,20300907,0.075
0,0,1,20300908,0.015
0,0,1,20300909,0.0
0,0,1,20300910,0.0
0,0,1,20300911,0.0
0,0,1,20300912,0.0
0,0,1,20300913,0.0
0,0,1,20300914,0.0
0,0,1,20300915,0.0
0,0,1,20300916,0.0
0,0,1,20300917,0.0
0,0,1,20300918,0.0
0,0,1,20300919,0.03
0,0,1,20300920,0.105
0,0,1,20300921,0.225
0,0,1,20300922,0.345
0,0,1,20300923,0.45
0,0,1,20300924,0.5325
0,0,1,20300925,0.6
0,0,1,20300926,0.6
0,0,1,20300927,0.5625
0,0,1,20300928,0.4875
0,0,1,20300929,0.375
0,0,1,20300930,0.225
0,0,1,20300931,0.075
0,0,1,20300932,0.015
0,0,1,20300933,0.0
0,0,1,20300934,0.0
0,0,1,20300935,0.0
0,0,1,20300936,0.0
0,0,1,20300937,0.0
0,0,1,20300938,0.0
0,0,1,20300939,0.0
0,0,1,20300940,0.0
0,0,1,20300941,0.0
0,0,1,20300942,0.0
0,0,1,20300943,0.03
0,0,1,20300944,0.105
0,0,1,20300945,0.225
0,0,1,20300946,0.345
0,0,1,20300947,0.45
0,0,1,20300948,0.5325
0,0,1,20300949,0.6
0,0,1,20300950,0.6
0,0,1,20300951,0.5625
0,0,1,20300952,0.4875
0,0,1,20300953,0.375
0,0,1,20300954,0.225
0,0,1,20300955,0.075
0,0,1,20300956,0.015
0,0,1,20300957,0.0
0,0,1,20300958,0.0
0,0,1,20300959,0.0
0,0,1,20300960,0.0
0,0,1,20300961,0.0
0,0,1,20300962,0.0
0,0,1,20300963,0.0
0,0,1,20300964,0.0
0,0,1,20300965,0.0
0,0,1,20300966,0.0
0,0,1,20300967,0.03
0,0,1,20300968,0.105
0,0,1,20300969,0.225
0,0,1,20300970,0.345
0,0,1,20300971,0.45
0,0,1,20300972,0.5325
0,0,1,20300973,0.6
0,0,1,20300974,0.6
0,0,1,20300975,0.5625
0,0,1,20300976,0.4875
0,0,1,20300977,0.375
0,0,1,20300978,0.225
0,0,1,20300979,0.075
0,0,1,20300980,0.015
0,0,1,20300981,0.0
0,0,1,20300982,0.0
0,0,1,20300983,0.0
0,0,1,20300984,0.0
0,0,1,20300985,0.0
0,0,1,20300986,0.0
0,0,1,20300987,0.0
0,0,1,20300988,0.0
0,0,1,20300989,0.0
0,0,1,20300990,0.0
0,0,1,20300991,0.03
0,0,1,20300992,0.105
0,0,1,20300993,0.225
