weather_iteration,hydro_iteration,stage_id,timepoint,max_market_sales,max_market_purchases,max_final_market_sales,max_final_market_purchases
0,0,1,20300064,400,400,,
0,0,1,20300065,400,400,,
0,0,1,20300066,400,400,,
0,0,1,20300067,400,400,,
0,0,1,20300068,400,400,,
0,0,1,20300069,400,400,,
0,0,1,20300070,400,400,,
0,0,1,20300071,400,400,,
0,0,1,20300072,400,400,,
0,0,1,20300073,400,400,,
0,0,1,20300074,400,400,,
0,0,1,20300075,400,400,,
0,0,1,20300076,400,400,,
0,0,1,20300077,400,400,,
0,0,1,20300078,400,400,,
0,0,1,20300079,400,400,,
0,0,1,20300080,400,400,,
0,0,1,20300081,400,400,,
0,0,1,20300082,400,400,,
0,0,1,20300083,400,400,,
0,0,1,20300084,400,400,,
0,0,1,20300085,400,400,,
0,0,1,20300086,400,400,,
0,0,1,20300087,400,400,,
0,0,1,20300088,400,400,,
0,0,1,20300089,400,400,,
0,0,1,20300090,400,400,,
0,0,1,20300091,400,400,,
0,0,1,20300092,400,400,,
0,0,1,20300093,400,400,,
0,0,1,20300094,400,400,,
0,0,1,20300095,400,400,,
0,0,1,20300096,400,400,,
0,0,1,20300097,400,400,,
0,0,1,20300098,400,400,,
0,0,1,20300099,400,400,,
0,0,1,20300100,400,400,,
0,0,1,20300101,400,400,,
0,0,1,20300102,400,400,,
0,0,1,20300103,400,400,,
0,0,1,20300104,400,400,,
0,0,1,20300105,400,400,,
0,0,1,20300106,400,400,,
0,0,1,20300107,400,400,,
0,0,1,20300108,400,400,,
0,0,1,20300109,400,400,,
0,0,1,20300110,400,400,,
0,0,1,20300111,400,400,,
0,0,1,20300112,400,400,,
0,0,1,20300113,400,400,,
0,0,1,20300114,400,400,,
0,0,1,20300115,400,400,,
0,0,1,20300116,400,400,,
0,0,1,20300117,400,400,,
0,0,1,20300118,400,400,,
0,0,1,20300119,400,400,,
0,0,1,20300120,400,400,,
0,0,1,20300121,400,400,,
0,0,1,20300122,400,400,,
0,0,1,20300123,400,400,,
0,0,1,20300124,400,400,,
0,0,1,20300125,400,400,,
0,0,1,20300126,400,400,,
0,0,1,20300127,400,400,,
0,0,1,20300128,400,400,,
0,0,1,20300129,400,400,,
0,0,1,20300130,400,400,,
0,0,1,20300131,400,400,,
0,0,1,20300132,400,400,,
0,0,1,20300133,400,400,,
0,0,1,20300134,400,400,,
0,0,1,20300135,400,400,,
0,0,1,20300136,400,400,,
0,0,1,20300137,400,400,,
0,0,1,20300138,400,400,,
0,0,1,20300139,400,400,,
0,0,1,20300140,400,400,,
0,0,1,20300141,400,400,,
0,0,1,20300142,400,400,,
0,0,1,20300143,400,400,,
0,0,1,20300144,400,400,,
0,0,1,20300145,400,400,,
0,0,1,20300146,400,400,,
0,0,1,20300147,400,400,,
0,0,1,20300148,400,400,,
0,0,1,20300149,400,400,,
0,0,1,20300150,400,400,,
0,0,1,20300151,400,400,,
0,0,1,20300152,400,400,,
0,0,1,20300153,400,400,,
0,0,1,20300154,400,400,,
0,0,1,20300155,400,400,,
0,0,1,20300156,400,400,,
0,0,1,20300157,400,400,,
0,0,1,20300158,400,400,,
0,0,1,20300159,400,400,,
0,0,1,20300160,400,400,,
0,0,1,20300161,400,400,,
0,0,1,20300162,400,400,,
0,0,1,20300163,400,400,,
0,0,1,20300164,400,400,,
0,0,1,20300165,400,400,,
0,0,1,20300166,400,400,,
0,0,1,20300167,400,400,,
0,0,1,20300168,400,400,,
0,0,1,20300169,400,400,,
0,0,1,20300170,400,400,,
0,0,1,20300171,400,400,,
0,0,1,20300172,400,400,,
0,0,1,20300173,400,400,,
0,0,1,20300174,400,400,,
0,0,1,20300175,400,400,,
0,0,1,20300176,400,400,,
0,0,1,20300177,400,400,,
0,0,1,20300178,400,400,,
0,0,1,20300179,400,400,,
0,0,1,20300180,400,400,,
0,0,1,20300181,400,400,,
0,0,1,20300182,400,400,,
0,0,1,20300183,400,400,,
0,0,1,20300184,400,400,,
0,0,1,20300185,400,400,,
0,0,1,20300186,400,400,,
0,0,1,20300187,400,400,,
0,0,1,20300188,400,400,,
0,0,1,20300189,400,400,,
0,0,1,20300190,400,400,,
0,0,1,20300191,400,400,,
0,0,1,20300192,400,400,,
0,0,1,20300193,400,400,,
0,0,1,20300194,400,400,,
0,0,1,20300195,400,400,,
0,0,1,20300196,400,400,,
0,0,1,20300197,400,400,,
0,0,1,20300198,400,400,,
0,0,1,20300199,400,400,,
0,0,1,20300200,400,400,,
0,0,1,20300201,400,400,,
0,0,1,20300202,400,400,,
0,0,1,20300203,400,400,,
0,0,1,20300204,400,400,,
0,0,1,20300205,400,400,,
0,0,1,20300206,400,400,,
0,0,1,20300207,400,400,,
0,0,1,20300208,400,400,,
0,0,1,20300209,400,400,,
0,0,1,20300210,400,400,,
0,0,1,20300211,400,400,,
0,0,1,20300212,400,400,,
0,0,1,20300213,400,400,,
0,0,1,20300214,400,400,,
0,0,1,20300215,400,400,,
0,0,1,20300216,400,400,,
0,0,1,20300217,400,400,,
0,0,1,20300218,400,400,,
0,0,1,20300219,400,400,,
0,0,1,20300220,400,400,,
0,0,1,20300221,400,400,,
0,0,1,20300222,400,400,,
0,0,1,20300223,400,400,,
0,0,1,20300224,400,400,,
0,0,1,20300225,400,400,,
0,0,1,20300226,400,400,,
0,0,1,20300227,400,400,,
0,0,1,20300228,400,400,,
0,0,1,20300229,400,400,,
0,0,1,20300230,400,400,,
0,0,1,20300231,400,400,,
0,0,1,20300232,400,400,,
0,0,1,20300233,400,400,,
0,0,1,20300234,400,400,,
0,0,1,20300235,400,400,,
0,0,1,20300236,400,400,,
0,0,1,20300237,400,400,,
0,0,1,20300238,400,400,,
0,0,1,20300239,400,400,,
0,0,1,20300240,400,400,,
0,0,1,20300241,400,400,,
0,0,1,20300242,400,400,,
0,0,1,20300243,400,400,,
0,0,1,20300244,400,400,,
0,0,1,20300245,400,400,,
0,0,1,20300246,400,400,,
0,0,1,20300247,400,400,,
0,0,1,20300248,400,400,,
0,0,1,20300249,400,400,,
0,0,1,20300250,400,400,,
0,0,1,20300251,400,400,,
0,0,1,20300252,400,400,,
0,0,1,20300253,400,400,,
0,0,1,20300254,400,400,,
0,0,1,20300255,400,400,,
0,0,1,20300256,400,400,,
0,0,1,20300257,400,400,,
0,0,1,20300258,400,400,,
0,0,1,20300259,400,400,,
0,0,1,20300260,400,400,,
0,0,1,20300261,400,400,,
0,0,1,20300262,400,400,,
0,0,1,20300263,400,400,,
0,0,1,20300264,400,400,,
0,0,1,20300265,400,400,,
0,0,1,20300266,400,400,,
0,0,1,20300267,400,400,,
0,0,1,20300268,400,400,,
0,0,1,20300269,400,400,,
0,0,1,20300270,400,400,,
0,0,1,20300271,400,400,,
0,0,1,20300272,400,400,,
0,0,1,20300273,400,400,,
0,0,1,20300274,400,400,,
0,0,1,20300275,400,400,,
0,0,1,20300276,400,400,,
0,0,1,20300277,400,400,,
0,0,1,20300278,400,400,,
0,0,1,20300279,400,400,,
0,0,1,20300280,400,400,,
0,0,1,20300281,400,400,,
0,0,1,20300282,400,400,,
0,0,1,20300283,400,400,,
0,0,1,20300284,400,400,,
0,0,1,20300285,400,400,,
0,0,1,20300286,400,400,,
0,0,1,20300287,400,400,,
0,0,1,20300288,400,400,,
0,0,1,20300289,400,400,,
0,0,1,20300290,400,400,,
0,0,1,20300291,400,400,,
0,0,1,20300292,400,400,,
0,0,1,20300293,400,400,,
0,0,1,20300294,400,400,,
0,0,1,20300295,400,400,,
0,0,1,20300296,400,400,,
0,0,1,20300297,400,400,,
0,0,1,20300298,400,400,,
0,0,1,20300299,400,400,,
0,0,1,20300300,400,400,,
0,0,1,20300301,400,400,,
0,0,1,20300302,400,400,,
0,0,1,20300303,400,400,,
0,0,1,20300304,400,400,,
0,0,1,20300305,400,400,,
0,0,1,20300306,400,400,,
0,0,1,20300307,400,400,,
0,0,1,20300308,400,400,,
0,0,1,20300309,400,400,,
0,0,1,20300310,400,400,,
0,0,1,20300311,400,400,,
0,0,1,20300312,400,400,,
0,0,1,20300313,400,400,,
0,0,1,20300314,400,400,,
0,0,1,20300315,400,400,,
0,0,1,20300316,400,400,,
0,0,1,20300317,400,400,,
0,0,1,20300318,400,400,,
0,0,1,20300319,400,400,,
0,0,1,20300320,400,400,,
0,0,1,20300321,400,400,,
0,0,1,20300322,400,400,,
0,0,1,20300323,400,400,,
0,0,1,20300324,400,400,,
0,0,1,20300325,400,400,,
0,0,1,20300326,400,400,,
0,0,1,20300327,400,400,,
0,0,1,20300328,400,400,,
0,0,1,20300329,400,400,,
0,0,1,20300330,400,400,,
0,0,1,20300331,400,400,,
0,0,1,20300332,400,400,,
0,0,1,20300333,400,400,,
0,0,1,20300334,400,400,,
0,0,1,20300335,400,400,,
0,0,1,20300336,400,400,,
0,0,1,20300337,400,400,,
0,0,1,20300338,400,400,,
0,0,1,20300339,400,400,,
0,0,1,20300340,400,400,,
0,0,1,20300341,400,400,,
0,0,1,20300342,400,400,,
0,0,1,20300343,400,400,,
0,0,1,20300344,400,400,,
0,0,1,20300345,400,400,,
0,0,1,20300346,400,400,,
0,0,1,20300347,400,400,,
0,0,1,20300348,400,400,,
0,0,1,20300349,400,400,,
0,0,1,20300350,400,400,,
0,0,1,20300351,400,400,,
0,0,1,20300352,400,400,,
0,0,1,20300353,400,400,,
0,0,1,20300354,400,400,,
0,0,1,20300355,400,400,,
0,0,1,20300356,400,400,,
0,0,1,20300357,400,400,,
0,0,1,20300358,400,400,,
0,0,1,20300359,400,400,,
0,0,1,20300360,400,400,,
0,0,1,20300361,400,400,,
0,0,1,20300362,400,400,,
0,0,1,20300363,400,400,,
0,0,1,20300364,400,400,,
0,0,1,20300365,400,400,,
0,0,1,20300366,400,400,,
0,0,1,20300367,400,400,,
0,0,1,20300368,400,400,,
0,0,1,20300369,400,400,,
0,0,1,20300370,400,400,,
0,0,1,20300371,400,400,,
0,0,1,20300372,400,400,,
0,0,1,20300373,400,400,,
0,0,1,20300374,400,400,,
0,0,1,20300375,400,400,,
0,0,1,20300376,400,400,,
0,0,1,20300377,400,400,,
0,0,1,20300378,400,400,,
0,0,1,20300379,400,400,,
0,0,1,20300380,400,400,,
0,0,1,20300381,400,400,,
0,0,1,20300382,400,400,,
0,0,1,20300383,400,400,,
0,0,1,20300384,400,400,,
0,0,1,20300385,400,400,,
0,0,1,20300386,400,400,,
0,0,1,20300387,400,400,,
0,0,1,20300388,400,400,,
0,0,1,20300389,400,400,,
0,0,1,20300390,400,400,,
0,0,1,20300391,400,400,,
0,0,1,20300392,400,400,,
0,0,1,20300393,400,400,,
0,0,1,20300394,400,400,,
0,0,1,20300395,400,400,,
0,0,1,20300396,400,400,,
0,0,1,20300397,400,400,,
0,0,1,20300398,400,400,,
0,0,1,20300399,400,400,,
0,0,1,20300400,400,400,,
0,0,1,20300401,400,400,,
0,0,1,20300402,400,400,,
0,0,1,20300403,400,400,,
0,0,1,20300404,400,400,,
0,0,1,20300405,400,400,,
0,0,1,20300406,400,400,,
0,0,1,20300407,400,400,,
0,0,1,20300408,400,400,,
0,0,1,20300409,400,400,,
0,0,1,20300410,400,400,,
0,0,1,20300411,400,400,,
0,0,1,20300412,400,400,,
0,0,1,20300413,400,400,,
0,0,1,20300414,400,400,,
0,0,1,20300415,400,400,,
0,0,1,20300416,400,400,,
0,0,1,20300417,400,400,,
0,0,1,20300418,400,400,,
0,0,1,20300419,400,400,,
0,0,1,20300420,400,400,,
0,0,1,20300421,400,400,,
0,0,1,20300422,400,400,,
0,0,1,20300423,400,400,,
0,0,1,20300424,400,400,,
0,0,1,20300425,400,400,,
0,0,1,20300426,400,400,,
0,0,1,20300427,400,400,,
0,0,1,20300428,400,400,,
0,0,1,20300429,400,400,,
0,0,1,20300430,400,400,,
0,0,1,20300431,400,400,,
0,0,1,20300432,400,400,,
0,0,1,20300433,400,400,,
0,0,1,20300434,400,400,,
0,0,1,20300435,400,400,,
0,0,1,20300436,400,400,,
0,0,1,20300437,400,400,,
0,0,1,20300438,400,400,,
0,0,1,20300439,400,400,,
0,0,1,20300440,400,400,,
0,0,1,20300441,400,400,,
0,0,1,20300442,400,400,,
0,0,1,20300443,400,400,,
0,0,1,20300444,400,400,,
0,0,1,20300445,400,400,,
0,0,1,20300446,400,400,,
0,0,1,20300447,400,400,,
0,0,1,20300448,400,400,,
0,0,1,20300449,400,400,,
0,0,1,20300450,400,400,,
0,0,1,20300451,400,400,,
0,0,1,20300452,400,400,,
0,0,1,20300453,400,400,,
0,0,1,20300454,400,400,,
0,0,1,20300455,400,400,,
0,0,1,20300456,400,400,,
0,0,1,20300457,400,400,,
0,0,1,20300458,400,400,,
0,0,1,20300459,400,400,,
0,0,1,20300460,400,400,,
0,0,1,20300461,400,400,,
0,0,1,20300462,400,400,,
0,0,1,20300463,400,400,,
0,0,1,20300464,400,400,,
0,0,1,20300465,400,400,,
0,0,1,20300466,400,400,,
0,0,1,20300467,400,400,,
0,0,1,20300468,400,400,,
0,0,1,20300469,400,400,,
0,0,1,20300470,400,400,,
0,0,1,20300471,400,400,,
0,0,1,20300472,400,400,,
0,0,1,20300473,400,400,,
0,0,1,20300474,400,400,,
0,0,1,20300475,400,400,,
0,0,1,20300476,400,400,,
0,0,1,20300477,400,400,,
0,0,1,20300478,400,400,,
0,0,1,20300479,400,400,,
0,0,1,20300480,400,400,,
0,0,1,20300481,400,400,,
0,0,1,20300482,400,400,,
0,0,1,20300483,400,400,,
0,0,1,20300484,400,400,,
0,0,1,20300485,400,400,,
0,0,1,20300486,400,400,,
0,0,1,20300487,400,400,,
0,0,1,20300488,400,400,,
0,0,1,20300489,400,400,,
0,0,1,20300490,400,400,,
0,0,1,20300491,400,400,,
0,0,1,20300492,400,400,,
0,0,1,20300493,400,400,,
0,0,1,20300494,400,400,,
0,0,1,20300495,400,400,,
0,0,1,20300496,400,400,,
0,0,1,20300497,400,400,,
0,0,1,20300498,400,400,,
0,0,1,20300499,400,400,,
0,0,1,20300500,400,400,,
0,0,1,20300501,400,400,,
0,0,1,20300502,400,400,,
0,0,1,20300503,400,400,,
0,0,1,20300504,400,400,,
0,0,1,20300505,400,400,,
0,0,1,20300506,400,400,,
0,0,1,20300507,400,400,,
0,0,1,20300508,400,400,,
0,0,1,20300509,400,400,,
0,0,1,20300510,400,400,,
0,0,1,20300511,400,400,,
0,0,1,20300512,400,400,,
0,0,1,20300513,400,400,,
0,0,1,20300514,400,400,,
0,0,1,20300515,400,400,,
0,0,1,20300516,400,400,,
0,0,1,20300517,400,400,,
0,0,1,20300518,400,400,,
0,0,1,20300519,400,400,,
0,0,1,20300520,400,400,,
0,0,1,20300521,400,400,,
0,0,1,20300522,400,400,,
0,0,1,20300523,400,400,,
0,0,1,20300524,400,400,,
0,0,1,20300525,400,400,,
0,0,1,20300526,400,400,,
0,0,1,20300527,400,400,,
0,0,1,20300528,400,400,,
0,0,1,20300529,400,400,,
0,0,1,20300530,400,400,,
0,0,1,20300531,400,400,,
0,0,1,20300532,400,400,,
0,0,1,20300533,400,400,,
0,0,1,20300534,400,400,,
0,0,1,20300535,400,400,,
0,0,1,20300536,400,400,,
0,0,1,20300537,400,400,,
0,0,1,20300538,400,400,,
0,0,1,20300539,400,400,,
0,0,1,20300540,400,400,,
0,0,1,20300541,400,400,,
0,0,1,20300542,400,400,,
0,0,1,20300543,400,400,,
0,0,1,20300544,400,400,,
0,0,1,20300545,400,400,,
0,0,1,20300546,400,400,,
0,0,1,20300547,400,400,,
0,0,1,20300548,400,400,,
0,0,1,20300549,400,400,,
0,0,1,20300550,400,400,,
0,0,1,20300551,400,400,,
0,0,1,20300552,400,400,,
0,0,1,20300553,400,400,,
0,0,1,20300554,400,400,,
0,0,1,20300555,400,400,,
0,0,1,20300556,400,400,,
0,0,1,20300557,400,400,,
0,0,1,20300558,400,400,,
0,0,1,20300559,400,400,,
0,0,1,20300560,400,400,,
0,0,1,20300561,400,400,,
0,0,1,20300562,400,400,,
0,0,1,20300563,400,400,,
0,0,1,20300564,400,400,,
0,0,1,20300565,400,400,,
0,0,1,20300566,400,400,,
0,0,1,20300567,400,400,,
0,0,1,20300568,400,400,,
0,0,1,20300569,400,400,,
0,0,1,20300570,400,400,,
0,0,1,20300571,400,400,,
0,0,1,20300572,400,400,,
0,0,1,20300573,400,400,,
0,0,1,20300574,400,400,,
0,0,1,20300575,400,400,,
0,0,1,20300576,400,400,,
0,0,1,20300577,400,400,,
0,0,1,20300578,400,400,,
0,0,1,20300579,400,400,,
0,0,1,20300580,400,400,,
0,0,1,20300581,400,400,,
0,0,1,20300582,400,400,,
0,0,1,20300583,400,400,,
0,0,1,20300584,400,400,,
0,0,1,20300585,400,400,,
0,0,1,20300586,400,400,,
0,0,1,20300587,400,400,,
0,0,1,20300588,400,400,,
0,0,1,20300589,400,400,,
0,0,1,20300590,400,400,,
0,0,1,20300591,400,400,,
0,0,1,20300592,400,400,,
0,0,1,20300593,400,400,,
0,0,1,20300594,400,400,,
0,0,1,20300595,400,400,,
0,0,1,20300596,400,400,,
0,0,1,20300597,400,400,,
0,0,1,20300598,400,400,,
0,0,1,20300599,400,400,,
0,0,1,20300600,400,400,,
0,0,1,20300601,400,400,,
0,0,1,20300602,400,400,,
0,0,1,20300603,400,400,,
0,0,1,20300604,400,400,,
0,0,1,20300605,400,400,,
0,0,1,20300606,400,400,,
0,0,1,20300607,400,400,,
0,0,1,20300608,400,400,,
0,0,1,20300609,400,400,,
0,0,1,20300610,400,400,,
0,0,1,20300611,400,400,,
0,0,1,20300612,400,400,,
0,0,1,20300613,400,400,,
0,0,1,20300614,400,400,,
0,0,1,20300615,400,400,,
0,0,1,20300616,400,400,,
0,0,1,20300617,400,400,,
0,0,1,20300618,400,400,,
0,0,1,20300619,400,400,,
0,0,1,20300620,400,400,,
0,0,1,20300621,400,400,,
0,0,1,20300622,400,400,,
0,0,1,20300623,400,400,,
0,0,1,20300624,400,400,,
0,0,1,20300625,400,400,,
0,0,1,20300626,400,400,,
0,0,1,20300627,400,400,,
0,0,1,20300628,400,400,,
0,0,1,20300629,400,400,,
0,0,1,20300630,400,400,,
0,0,1,20300631,400,400,,
0,0,1,20300632,400,400,,
0,0,1,20300633,400,400,,
0,0,1,20300634,400,400,,
0,0,1,20300635,400,400,,
0,0,1,20300636,400,400,,
0,0,1,20300637,400,400,,
0,0,1,20300638,400,400,,
0,0,1,20300639,400,400,,
0,0,1,20300640,400,400,,
0,0,1,20300641,400,400,,
0,0,1,20300642,400,400,,
0,0,1,20300643,400,400,,
0,0,1,20300644,400,400,,
0,0,1,20300645,400,400,,
0,0,1,20300646,400,400,,
0,0,1,20300647,400,400,,
0,0,1,20300648,400,400,,
0,0,1,20300649,400,400,,
0,0,1,20300650,400,400,,
0,0,1,20300651,400,400,,
0,0,1,20300652,400,400,,
0,0,1,20300653,400,400,,
0,0,1,20300654,400,400,,
0,0,1,20300655,400,400,,
0,0,1,20300656,400,400,,
0,0,1,20300657,400,400,,
0,0,1,20300658,400,400,,
0,0,1,20300659,400,400,,
0,0,1,20300660,400,400,,
0,0,1,20300661,400,400,,
0,0,1,20300662,400,400,,
0,0,1,20300663,400,400,,
0,0,1,20300664,400,400,,
0,0,1,20300665,400,400,,
0,0,1,20300666,400,400,,
0,0,1,20300667,400,400,,
0,0,1,20300668,400,400,,
0,0,1,20300669,400,400,,
0,0,1,20300670,400,400,,
0,0,1,20300671,400,400,,
0,0,1,20300672,400,400,,
0,0,1,20300673,400,400,,
0,0,1,20300674,400,400,,
0,0,1,20300675,400,400,,
0,0,1,20300676,400,400,,
0,0,1,20300677,400,400,,
0,0,1,20300678,400,400,,
0,0,1,20300679,400,400,,
0,0,1,20300680,400,400,,
0,0,1,20300681,400,400,,
0,0,1,20300682,400,400,,
0,0,1,20300683,400,400,,
0,0,1,20300684,400,400,,
0,0,1,20300685,400,400,,
0,0,1,20300686,400,400,,
0,0,1,20300687,400,400,,
0,0,1,20300688,400,400,,
0,0,1,20300689,400,400,,
0,0,1,20300690,400,400,,
0,0,1,20300691,400,400,,
0,0,1,20300692,400,400,,
0,0,1,20300693,400,400,,
0,0,1,20300694,400,400,,
0,0,1,20300695,400,400,,
0,0,1,20300696,400,400,,
0,0,1,20300697,400,400,,
0,0,1,20300698,400,400,,
0,0,1,20300699,400,400,,
0,0,1,20300700,400,400,,
0,0,1,20300701,400,400,,
0,0,1,20300702,400,400,,
0,0,1,20300703,400,400,,
0,0,1,20300704,400,400,,
0,0,1,20300705,400,400,,
0,0,1,20300706,400,400,,
0,0,1,20300707,400,400,,
0,0,1,20300708,400,400,,
0,0,1,20300709,400,400,,
0,0,1,20300710,400,400,,
0,0,1,20300711,400,400,,
0,0,1,20300712,400,400,,
0,0,1,20300713,400,400,,
0,0,1,20300714,400,400,,
0,0,1,20300715,400,400,,
0,0,1,20300716,400,400,,
0,0,1,20300717,400,400,,
0,0,1,20300718,400,400,,
0,0,1,20300719,400,400,,
0,0,1,20300720,400,400,,
0,0,1,20300721,400,400,,
0,0,1,20300722,400,400,,
0,0,1,20300723,400,400,,
0,0,1,20300724,400,400,,
0,0,1,20300725,400,400,,
0,0,1,20300726,400,400,,
0,0,1,20300727,400,400,,
0,0,1,20300728,400,400,,
0,0,1,20300729,400,400,,
0,0,1,20300730,400,400,,
0,0,1,20300731,400,400,,
0,0,1,20300732,400,400,,
0,0,1,20300733,400,400,,
0,0,1,20300734,400,400,,
0,0,1,20300735,400,400,,
0,0,1,20300736,400,400,,
0,0,1,20300737,400,400,,
0,0,1,20300738,400,400,,
0,0,1,20300739,400,400,,
0,0,1,20300740,400,400,,
0,0,1,20300741,400,400,,
0,0,1,20300742,400,400,,
0,0,1,20300743,400,400,,
0,0,1,20300744,400,400,,
0,0,1,20300745,400,400,,
0,0,1,20300746,400,400,,
0,0,1,20300747,400,400,,
0,0,1,20300748,400,400,,
0,0,1,20300749,400,400,,
0,0,1,20300750,400,400,,
0,0,1,20300751,400,400,,
0,0,1,20300752,400,400,,
0,0,1,20300753,400,400,,
0,0,1,20300754,400,400,,
0,0,1,20300755,400,400,,
0,0,1,20300756,400,400,,
0,0,1,20300757,400,400,,
0,0,1,20300758,400,400,,
0,0,1,20300759,400,400,,
0,0,1,20300760,400,400,,
0,0,1,20300761,400,400,,
0,0,1,20300762,400,400,,
0,0,1,20300763,400,400,,
0,0,1,20300764,400,400,,
0,0,1,20300765,400,400,,
0,0,1,20300766,400,400,,
0,0,1,20300767,400,400,,
0,0,1,20300768,400,400,,
0,0,1,20300769,400,400,,
0,0,1,20300770,400,400,,
0,0,1,20300771,400,400,,
0,0,1,20300772,400,400,,
0,0,1,20300773,400,400,,
0,0,1,20300774,400,400,,
0,0,1,20300775,400,400,,
0,0,1,20300776,400,400,,
0,0,1,20300777,400,400,,
0,0,1,20300778,400,400,,
0,0,1,20300779,400,400,,
0,0,1,20300780,400,400,,
0,0,1,20300781,400,400,,
0,0,1,20300782,400,400,,
0,0,1,20300783,400,400,,
0,0,1,20300784,400,400,,
0,0,1,20300785,400,400,,
0,0,1,20300786,400,400,,
0,0,1,20300787,400,400,,
0,0,1,20300788,400,400,,
0,0,1,20300789,400,400,,
0,0,1,20300790,400,400,,
0,0,1,20300791,400,400,,
0,0,1,20300792,400,400,,
0,0,1,20300793,400,400,,
0,0,1,20300794,400,400,,
0,0,1,20300795,400,400,,
0,0,1,20300796,400,400,,
0,0,1,20300797,400,400,,
0,0,1,20300798,400,400,,
0,0,1,20300799,400,400,,
0,0,1,20300800,400,400,,
0,0,1,20300801,400,400,,
0,0,1,20300802,400,400,,
0,0,1,20300803,400,400,,
0,0,1,20300804,400,400,,
0,0,1,20300805,400,400,,
0,0,1,20300806,400,400,,
0,0,1,20300807,400,400,,
0,0,1,20300808,400,400,,
0,0,1,20300809,400,400,,
0,0,1,20300810,400,400,,
0,0,1,20300811,400,400,,
0,0,1,20300812,400,400,,
0,0,1,20300813,400,400,,
0,0,1,20300814,400,400,,
0,0,1,20300815,400,400,,
0,0,1,20300816,400,400,,
0,0,1,20300817,400,400,,
0,0,1,20300818,400,400,,
0,0,1,20300819,400,400,,
0,0,1,20300820,400,400,,
0,0,1,20300821,400,400,,
0,0,1,20300822,400,400,,
0,0,1,20300823,400,400,,
0,0,1,20300824,400,400,,
0,0,1,20300825,400,400,,
0,0,1,20300826,400,400,,
0,0,1,20300827,400,400,,
0,0,1,20300828,400,400,,
0,0,1,20300829,400,400,,
0,0,1,20300830,400,400,,
0,0,1,20300831,400,400,,
0,0,1,20300832,400,400,,
0,0,1,20300833,400,400,,
0,0,1,20300834,400,400,,
0,0,1,20300835,400,400,,
0,0,1,20300836,400,400,,
0,0,1,20300837,400,400,,
0,0,1,20300838,400,400,,
0,0,1,20300839,400,400,,
0,0,1,20300840,400,400,,
0,0,1,20300841,400,400,,
0,0,1,20300842,400,400,,
0,0,1,20300843,400,400,,
0,0,1,20300844,400,400,,
0,0,1,20300845,400,400,,
0,0,1,20300846,400,400,,
0,0,1,20300847,400,400,,
0,0,1,20300848,400,400,,
0,0,1,20300849,400,400,,
0,0,1,20300850,400,400,,
0,0,1,20300851,400,400,,
0,0,1,20300852,400,400,,
0,0,1,20300853,400,400,,
0,0,1,20300854,400,400,,
0,0,1,20300855,400,400,,
0,0,1,20300856,400,400,,
0,0,1,20300857,400,400,,
0,0,1,20300858,400,400,,
0,0,1,20300859,400,400,,
0,0,1,20300860,400,400,,
0,0,1,20300861,400,400,,
0,0,1,20300862,400,400,,
0,0,1,20300863,400,400,,
0,0,1,20300864,400,400,,
0,0,1,20300865,400,400,,
0,0,1,20300866,400,400,,
0,0,1,20300867,400,400,,
